"date","PX_LAST","PUT_CALL_OPEN_INTEREST_RATIO","EQY_INST_PCT_SH_OUT","PX_VOLUME"
1993-06-23,88.72,NA,NA,NA
1993-06-24,89.07,NA,NA,NA
1993-06-25,89.01,NA,NA,NA
1993-06-26,NA,NA,NA,NA
1993-06-27,NA,NA,NA,NA
1993-06-28,89.6,NA,NA,NA
1993-06-29,89.08,NA,NA,NA
1993-06-30,89.65,NA,NA,NA
1993-07-01,90.52,NA,NA,NA
1993-07-02,90.24,NA,NA,NA
1993-07-03,NA,NA,NA,NA
1993-07-04,NA,NA,NA,NA
1993-07-06,89.28,NA,NA,NA
1993-07-07,89.21,NA,NA,NA
1993-07-08,89.85,NA,NA,NA
1993-07-09,90.02,NA,NA,NA
1993-07-10,NA,NA,NA,NA
1993-07-11,NA,NA,NA,NA
1993-07-12,89.98,NA,NA,NA
1993-07-13,89.9,NA,NA,NA
1993-07-14,90.43,NA,NA,NA
1993-07-15,90.2,NA,NA,NA
1993-07-16,89.99,NA,NA,NA
1993-07-17,NA,NA,NA,NA
1993-07-18,NA,NA,NA,NA
1993-07-19,89.77,NA,NA,NA
1993-07-20,89.64,NA,NA,NA
1993-07-21,89.84,NA,NA,NA
1993-07-22,89.39,NA,NA,NA
1993-07-23,89.74,NA,NA,NA
1993-07-24,NA,NA,NA,NA
1993-07-25,NA,NA,NA,NA
1993-07-26,90.7,NA,NA,NA
1993-07-27,90.3,NA,NA,NA
1993-07-28,89.76,NA,NA,NA
1993-07-29,90.23,NA,NA,NA
1993-07-30,89.9,NA,NA,NA
1993-07-31,NA,NA,NA,NA
1993-08-01,NA,NA,NA,NA
1993-08-02,90.08,NA,NA,NA
1993-08-03,90.18,NA,NA,NA
1993-08-04,89.89,NA,NA,NA
1993-08-05,89.25,NA,NA,NA
1993-08-06,89.37,NA,NA,NA
1993-08-07,NA,NA,NA,NA
1993-08-08,NA,NA,NA,NA
1993-08-09,89.74,NA,NA,NA
1993-08-10,89.96,NA,NA,NA
1993-08-11,90.09,NA,NA,NA
1993-08-12,89.27,NA,NA,NA
1993-08-13,90.25,NA,NA,NA
1993-08-14,NA,NA,NA,NA
1993-08-15,NA,NA,NA,NA
1993-08-16,91.31,NA,NA,NA
