ticker,S5COND Index,S5COND Index,S5COND Index,S5COND Index,S5COND Index,S5COND Index,S5COND Index,S5COND Index,S5CONS Index,S5CONS Index,S5CONS Index,S5CONS Index,S5CONS Index,S5CONS Index,S5CONS Index,S5CONS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5FINL Index,S5FINL Index,S5FINL Index,S5FINL Index,S5FINL Index,S5FINL Index,S5FINL Index,S5FINL Index,S5HLTH Index,S5HLTH Index,S5HLTH Index,S5HLTH Index,S5HLTH Index,S5HLTH Index,S5HLTH Index,S5HLTH Index,S5INDU Index,S5INDU Index,S5INDU Index,S5INDU Index,S5INDU Index,S5INDU Index,S5INDU Index,S5INDU Index,S5INFT Index,S5INFT Index,S5INFT Index,S5INFT Index,S5INFT Index,S5INFT Index,S5INFT Index,S5INFT Index,S5MATR Index,S5MATR Index,S5MATR Index,S5MATR Index,S5MATR Index,S5MATR Index,S5MATR Index,S5MATR Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5UTIL Index,S5UTIL Index,S5UTIL Index,S5UTIL Index,S5UTIL Index,S5UTIL Index,S5UTIL Index,S5UTIL Index
field,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2698,14.2,5.41,18.9761,1202.35,6.4835,3.9857,29.43,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3468,14.16,5.49,18.7029,1185.04,6.3901,3.9283,29.43,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3183,18.6,5.46,18.8031,1190.85,6.4215,3.9496,29.43,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.318,18.23,5.46,18.8041,1190.91,6.4218,3.9497999999999998,29.43,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2465,18.43,5.39,19.0602,1207.13,6.5093,4.0036,29.43,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2392,18.99,5.38,19.0867,1208.81,6.5183,4.0091,29.43,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2328,18.65,5.38,19.1101,1210.29,6.5263,4.014,29.43,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1912,18.88,5.33,19.2635,1219.86,6.5779,4.0458,29.43,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1912,18.88,5.33,19.2635,1219.86,6.5779,4.0458,29.43,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1903,18.92,5.35,19.2666,1220.06,6.579,4.0464,29.43,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1882,12.75,5.35,19.2744,1220.55,6.5816,4.0481,29.43,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1857,12.69,5.34,19.284,1221.16,6.5849,4.0501,29.43,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1198,12.71,5.28,19.5321,1236.87,6.6696,4.1022,29.43,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0954,12.75,5.25,19.6255,1242.99,6.7034,4.1225,29.44,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0853,12.73,5.24,19.6644,1245.45,6.7166,4.1307,29.44,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0906,12.67,5.25,19.6442,1244.17,6.7097,4.1264,29.44,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0801,12.55,5.24,19.6847,1240.23,6.705,4.1128,29.52,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0455,12.52,5.21,19.8197,1249.02,6.7479,4.1401,29.51,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0646,12.54,5.23,19.7449,1244.15,6.7216000000000005,4.1257,29.51,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0793,12.45,5.24,19.6878,1240.55,6.7022,4.1138,29.51,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1072,12.38,5.27,19.58,1233.76,6.6655,4.0913,29.51,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1547,12.35,5.32,19.3997,1222.4,6.6041,4.0536,29.51,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.156,12.41,5.32,19.3948,1222.09,6.6024,4.0526,29.51,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0466,12.38,5.21,19.8152,1248.58,6.7455,4.1404,29.51,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0022,12.35,5.18,19.9914,1255.07,6.7806,4.1619,29.51,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9736,12.36,5.15,20.106,1263.67,6.8271,4.1905,29.51,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9636,12.39,5.14,20.1467,1266.23,6.8408999999999995,4.1989,29.51,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9049,12.5,5.08,20.3877,1281.64,6.9241,4.25,29.51,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8763,12.42,5.03,20.5076,1286.87,6.9655000000000005,4.28,29.48,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8665,12.58,5.02,20.5487,1289.45,6.9795,4.2886,29.48,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8799,12.57,5.04,20.4921,1285.9,6.9603,4.2767,29.48,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7622,13.09,4.92,20.9985,1317.68,7.1323,4.3824,29.48,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8766,12.88,5.03,20.506,1286.77,6.965,4.2796,29.48,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8961,12.87,5.05,20.4245,1281.66,6.9373000000000005,4.2626,29.48,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8689,12.98,5.03,20.5386,1288.82,6.9761,4.2865,29.48,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8956,12.97,5.05,20.4264,1281.78,6.938,4.263,29.48,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8773,12.96,5.03,20.5031,1286.59,6.964,4.279,29.48,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8034,13.0,4.97,20.8185,1299.16,7.0434,4.3274,29.48,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7621,10.77,4.92,20.9992,1317.4,7.1801,4.3529,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7477,10.76,4.91,21.0628,1321.39,7.2019,4.3661,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7085,10.83,4.87,21.2381,1332.39,7.2618,4.4024,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7292,10.82,4.89,21.1452,1326.56,7.2301,4.3832,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7091,10.91,4.87,21.2354,1332.22,7.2609,4.4019,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6901,10.9,4.85,21.3216,1337.63,7.2904,4.4198,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7142,14.26,4.88,21.2127,1330.64,7.2516,4.3967,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6818,14.28,4.84,21.3592,1340.0,7.3026,4.4276,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6864,14.23,4.85,21.3384,1338.34,7.2935,4.4221,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6541,14.23,4.8100000000000005,21.4865,1347.62,7.3441,4.4528,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6659,14.23,4.82,21.4321,1347.12,7.3414,4.4511,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6433,14.22,4.79,21.5363,1353.67,7.3771,4.4728,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6163,11.93,4.79,21.6623,1361.53,7.4199,4.4987,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6047,11.9,4.77,21.7171,1365.38,7.4409,4.5116,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6047,11.9,4.77,21.7171,1365.38,7.4409,4.5116,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5908999999999995,11.95,4.76,21.7822,1368.48,7.4578,4.5218,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5422,11.9,4.71,22.0155,1383.92,7.5419,4.5728,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5426,9.56,4.71,22.0137,1383.8,7.5413,4.5724,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5427,9.86,4.71,22.0134,1383.78,7.5412,4.5724,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5598,9.96,4.73,21.9306,1378.9,7.5146,4.556,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5441,9.84,4.76,22.0065,1378.82,7.543,4.5561,30.39,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5152,9.87,4.78,22.1473,1381.76,7.5292,4.5553,30.52,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5275,9.84,4.79,22.0872,1378.01,7.5088,4.5429,30.52,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.552,9.88,4.82,21.9682,1370.58,7.4683,4.5184999999999995,30.52,,,,,,,,,,,,,,,,,,,,,,,,
