ticker,S5COND Index,S5COND Index,S5COND Index,S5COND Index,S5COND Index,S5COND Index,S5COND Index,S5COND Index,S5CONS Index,S5CONS Index,S5CONS Index,S5CONS Index,S5CONS Index,S5CONS Index,S5CONS Index,S5CONS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5ENRS Index,S5FINL Index,S5FINL Index,S5FINL Index,S5FINL Index,S5FINL Index,S5FINL Index,S5FINL Index,S5FINL Index,S5HLTH Index,S5HLTH Index,S5HLTH Index,S5HLTH Index,S5HLTH Index,S5HLTH Index,S5HLTH Index,S5HLTH Index,S5INDU Index,S5INDU Index,S5INDU Index,S5INDU Index,S5INDU Index,S5INDU Index,S5INDU Index,S5INDU Index,S5INFT Index,S5INFT Index,S5INFT Index,S5INFT Index,S5INFT Index,S5INFT Index,S5INFT Index,S5INFT Index,S5MATR Index,S5MATR Index,S5MATR Index,S5MATR Index,S5MATR Index,S5MATR Index,S5MATR Index,S5MATR Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5UTIL Index,S5UTIL Index,S5UTIL Index,S5UTIL Index,S5UTIL Index,S5UTIL Index,S5UTIL Index,S5UTIL Index
field,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET,EARN_YLD,EST_LTG_EPS_AGGTE,FREE_CASH_FLOW_YIELD,PE_RATIO,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,TOT_DEBT_TO_TOT_ASSET
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-05,,,,,,,,,,,,,,,,,6.4435,8.81,4.75,15.5195,440.25,1.5607,1.0874,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-06,,,,,,,,,,,,,,,,,6.3338,8.83,4.67,15.7884,447.85,1.5877,1.1062,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-07,,,,,,,,,,,,,,,,,6.3078,9.11,4.65,15.8533,449.69,1.5941999999999998,1.1108,22.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-10,,,,,,,,,,,,,,,,,6.2869,9.09,4.63,15.9062,451.19,1.5995,1.1145,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-11,,,,,,,,,,,,,,,,,6.2791,9.13,4.63,15.9259,451.75,1.6015000000000001,1.1158,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-12,,,,,,,,,,,,,,,,,6.3706,9.14,4.66,15.6971,445.26,1.5785,1.0998,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-13,,,,,,,,,,,,,,,,,6.2922,9.13,4.6,15.8928,450.81,1.5981999999999998,1.1135,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-14,,,,,,,,,,,,,,,,,6.339,11.83,4.64,15.7754,447.48,1.5864,1.1053,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-17,,,,,,,,,,,,,,,,,6.2825,5.13,4.6,15.9171,451.55,1.6008,1.1154,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-18,,,,,,,,,,,,,,,,,6.1985,5.14,4.54,16.1329,457.67,1.6225,1.1305,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-19,,,,,,,,,,,,,,,,,6.2124,5.11,4.55,16.0969,456.65,1.6189,1.1280000000000001,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-20,,,,,,,,,,,,,,,,,6.0779,5.15,4.45,16.4529,466.74,1.6545999999999998,1.1529,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-21,,,,,,,,,,,,,,,,,6.0285,5.17,4.41,16.5879,470.57,1.6682000000000001,1.1623,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-24,,,,,,,,,,,,,,,,,6.0812,5.07,4.45,16.4441,466.21,1.6533,1.1538,22.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-25,,,,,,,,,,,,,,,,,6.1318,5.05,4.49,16.3083,462.36,1.6396,1.1443,22.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26,,,,,,,,,,,,,,,,,6.0391,5.08,4.42,16.5587,469.46,1.6648,1.1618,22.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27,,,,,,,,,,,,,,,,,6.0875,5.07,4.45,16.4272,465.73,1.6516,1.1526,22.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28,,,,,,,,,,,,,,,,,6.0158,5.07,4.4,16.6229,471.28,1.6713,1.1663000000000001,22.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-01,,,,,,,,,,,,,,,,,5.7824,5.05,4.35,17.2938,471.74,1.6813,1.1773,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-02,,,,,,,,,,,,,,,,,5.8847000000000005,5.04,4.42,16.9932,463.54,1.6521,1.1568,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-03,,,,,,,,,,,,,,,,,5.8495,5.04,4.4,17.0954,466.33,1.662,1.1638,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-04,,,,,,,,,,,,,,,,,5.8495,5.04,4.4,17.0954,466.33,1.662,1.1638,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-05,,,,,,,,,,,,,,,,,5.8431,4.62,4.39,17.1141,466.84,1.6638,1.165,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-08,,,,,,,,,,,,,,,,,5.8374,4.06,4.39,17.131,467.3,1.6655,1.1662,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-09,,,,,,,,,,,,,,,,,5.8324,4.06,4.38,17.1457,467.7,1.6669,1.1672,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-10,,,,,,,,,,,,,,,,,5.7517,4.06,4.32,17.3862,474.26,1.6903000000000001,1.1836,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-11,,,,,,,,,,,,,,,,,5.7412,4.05,4.31,17.418,475.13,1.6934,1.1857,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-12,,,,,,,,,,,,,,,,,5.72,4.5,4.3,17.4826,476.89,1.6996,1.1901,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-15,,,,,,,,,,,,,,,,,5.7735,4.48,4.34,17.3205,472.47,1.6839,1.1791,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-16,,,,,,,,,,,,,,,,,5.8392,4.47,4.39,17.1255,467.15,1.6649,1.1658,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-17,,,,,,,,,,,,,,,,,5.907,4.2,4.44,16.929,461.79,1.6458,1.1524,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-18,,,,,,,,,,,,,,,,,5.9075,4.19,4.44,16.9275,461.75,1.6457000000000002,1.1522999999999999,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-19,,,,,,,,,,,,,,,,,5.8788,4.2,4.42,17.0104,464.01,1.6537,1.158,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-22,,,,,,,,,,,,,,,,,5.8528,4.2,4.4,17.0859,466.07,1.6611,1.1631,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-23,,,,,,,,,,,,,,,,,5.8370999999999995,4.2,4.39,17.1317,467.32,1.6655,1.1662,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-24,,,,,,,,,,,,,,,,,5.8136,4.21,4.37,17.201,469.21,1.6723,1.171,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-25,,,,,,,,,,,,,,,,,5.8818,4.19,4.42,17.0016,463.77,1.6529,1.1574,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-26,,,,,,,,,,,,,,,,,5.9112,5.0,4.44,16.9169,461.46,1.6446,1.1516,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-29,,,,,,,,,,,,,,,,,5.931,4.87,4.46,16.860500000000002,459.92,1.6392,1.1478,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-30,,,,,,,,,,,,,,,,,5.8669,4.9,4.41,17.0449,464.95,1.6571,1.1602999999999999,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-31,,,,,,,,,,,,,,,,,5.8983,4.93,4.43,16.9539,462.47,1.6482,1.1541,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-01,,,,,,,,,,,,,,,,,6.0359,4.9,4.54,16.5675,451.93,1.6107,1.1278,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-02,,,,,,,,,,,,,,,,,6.1182,4.01,4.6,16.3447,445.85,1.589,1.1127,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-05,,,,,,,,,,,,,,,,,6.3052,3.94,4.74,15.86,432.63,1.5419,1.0796999999999999,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-06,,,,,,,,,,,,,,,,,6.3092,3.92,4.74,15.8497,432.35,1.5409000000000002,1.079,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-07,,,,,,,,,,,,,,,,,6.3573,3.91,4.78,15.7299,429.08,1.5292,1.0708,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-08,,,,,,,,,,,,,,,,,6.1786,3.86,4.64,16.1848,441.49,1.5735000000000001,1.1018,22.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-09,,,,,,,,,,,,,,,,,6.3872,3.76,4.91,15.6564,435.96,1.5217,1.0704,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-12,,,,,,,,,,,,,,,,,6.4789,3.75,4.98,15.4348,429.79,1.5002,1.0552,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-13,,,,,,,,,,,,,,,,,6.4138,4.13,4.93,15.5914,434.15,1.5154,1.0659,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-14,,,,,,,,,,,,,,,,,6.6893,4.11,5.14,14.9492,416.27,1.453,1.022,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-15,,,,,,,,,,,,,,,,,6.724,4.12,5.17,14.872,414.12,1.4455,1.0167,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-16,,,,,,,,,,,,,,,,,6.6452,4.16,5.11,15.0484,419.03,1.4626000000000001,1.0288,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19,,,,,,,,,,,,,,,,,6.5058,4.17,5.0,15.3709,428.01,1.4939,1.0508,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-20,,,,,,,,,,,,,,,,,6.5691,4.18,5.05,15.2229,423.89,1.4796,1.0407,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-21,,,,,,,,,,,,,,,,,6.52,4.16,5.01,15.3375,427.08,1.4907,1.0486,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-22,,,,,,,,,,,,,,,,,6.5516,4.16,5.04,15.2635,425.02,1.4835,1.0435,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-23,,,,,,,,,,,,,,,,,6.7804,4.13,5.22,14.7485,410.68,1.4335,1.0083,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-26,,,,,,,,,,,,,,,,,6.7499,4.12,5.19,14.8149,412.53,1.4399,1.0128,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-27,,,,,,,,,,,,,,,,,6.7923,4.12,5.22,14.7226,409.96,1.4309,1.0065,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-28,,,,,,,,,,,,,,,,,6.6983,4.11,5.15,14.9291,415.71,1.451,1.0206,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-29,,,,,,,,,,,,,,,,,6.6025,4.13,5.08,15.1457,421.74,1.4721,1.0354,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30,,,,,,,,,,,,,,,,,6.5971,4.13,5.07,15.1583,422.09,1.4733,1.0363,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-02,,,,,,,,,,,,,,,,,6.5971,4.13,5.07,15.1583,422.09,1.4733,1.0363,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-03,,,,,,,,,,,,,,,,,6.6337,4.15,5.1,15.0746,419.76,1.4651,1.0306,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-04,,,,,,,,,,,,,,,,,6.5427,4.16,5.03,15.2843,425.6,1.4855,1.0449,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-05,,,,,,,,,,,,,,,,,6.4605,4.18,4.97,15.4786,431.01,1.5044,1.0582,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-06,,,,,,,,,,,,,,,,,6.4273,4.18,4.9399999999999995,15.5587,433.24,1.5122,1.0637,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-09,,,,,,,,,,,,,,,,,6.3103,4.21,4.85,15.8471,441.27,1.5402,1.0834,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-10,,,,,,,,,,,,,,,,,6.2297,4.19,4.79,16.0521,446.98,1.5602,1.0974,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-11,,,,,,,,,,,,,,,,,6.2283,4.2,4.79,16.0557,447.08,1.5605,1.0977,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-12,,,,,,,,,,,,,,,,,6.268,4.19,4.82,15.9541,444.25,1.5506,1.0907,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-13,,,,,,,,,,,,,,,,,6.2182,4.2,4.78,16.0819,447.81,1.5631,1.0994,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-16,,,,,,,,,,,,,,,,,6.02,4.21,4.63,16.6113,462.55,1.6145,1.1356,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-17,,,,,,,,,,,,,,,,,6.1126,4.18,4.7,16.3595,455.54,1.5899999999999999,1.1184,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-18,,,,,,,,,,,,,,,,,6.1382,4.18,4.72,16.2913,453.64,1.5834000000000001,1.1138,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-19,,,,,,,,,,,,,,,,,6.162,4.17,4.74,16.2284,451.89,1.5773000000000001,1.1095,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-20,,,,,,,,,,,,,,,,,6.1571,4.16,4.74,16.2414,452.25,1.5785,1.1103,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-23,,,,,,,,,,,,,,,,,6.1575,4.15,4.71,16.2403,452.76,1.5807,1.108,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-24,,,,,,,,,,,,,,,,,6.2595,4.13,4.78,15.9756,445.38,1.5549,1.0899,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-25,,,,,,,,,,,,,,,,,6.2452,4.13,4.77,16.0122,446.4,1.5585,1.0924,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-26,,,,,,,,,,,,,,,,,6.3296,4.16,4.84,15.7988,440.45,1.5377,1.0779,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-27,,,,,,,,,,,,,,,,,6.3296,4.19,4.84,15.7988,440.45,1.5377,1.0779,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,,,,,,,,,,,,,,,5.5120000000000005,4.19,4.57,18.1421,437.13,1.5394999999999999,1.0993,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,,,,,,,,,,,,,,,,,5.6419,4.2,4.68,17.7246,427.07,1.504,1.074,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-02,,,,,,,,,,,,,,,,,5.793,4.21,4.8100000000000005,17.2622,415.93,1.4647999999999999,1.046,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-03,,,,,,,,,,,,,,,,,5.7211,4.23,4.75,17.4793,421.16,1.4832,1.0592,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-04,,,,,,,,,,,,,,,,,5.686,4.23,4.72,17.5872,423.76,1.4924,1.0657,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-07,,,,,,,,,,,,,,,,,5.7388,4.2,4.76,17.4253,419.86,1.4786000000000001,1.0559,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-08,,,,,,,,,,,,,,,,,5.843,4.21,4.85,17.1145,412.37,1.4523,1.0371,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-09,,,,,,,,,,,,,,,,,5.7813,4.2,4.8,17.2971,416.77,1.4678,1.0481,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-10,,,,,,,,,,,,,,,,,5.7082,4.19,4.74,17.5187,422.11,1.4866,1.0615,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-11,,,,,,,,,,,,,,,,,5.6291,3.36,4.67,17.7648,428.04,1.5074999999999998,1.0765,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-14,,,,,,,,,,,,,,,,,5.6357,2.94,4.68,17.7441,427.54,1.5057,1.0752,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-15,,,,,,,,,,,,,,,,,5.6136,2.94,4.66,17.8138,429.22,1.5116,1.0794,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-16,,,,,,,,,,,,,,,,,5.6987,2.93,4.73,17.5478,422.81,1.4889999999999999,1.0633,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17,,,,,,,,,,,,,,,,,5.6966,2.93,4.73,17.5544,422.97,1.4896,1.0637,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-18,,,,,,,,,,,,,,,,,5.7277000000000005,2.93,4.75,17.459,420.67,1.4815,1.0579,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-21,,,,,,,,,,,,,,,,,5.6232,2.02,4.67,17.7835,428.49,1.509,1.0776,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-22,,,,,,,,,,,,,,,,,5.5504999999999995,2.02,4.61,18.0163,434.1,1.5288,1.0917,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-23,,,,,,,,,,,,,,,,,5.5091,2.03,4.57,18.1516,437.36,1.5403,1.0999,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-24,,,,,,,,,,,,,,,,,5.5327,2.03,4.59,18.0744,435.5,1.5337,1.0952,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-25,,,,,,,,,,,,,,,,,5.4902,-2.21,4.5600000000000005,18.2143,438.87,1.5455999999999999,1.1037,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-28,,,,,,,,,,,,,,,,,5.5245999999999995,-2.08,4.58,18.101,436.14,1.536,1.0968,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
