ticker,XLB US Equity,XLB US Equity,XLB US Equity,XLB US Equity,XLC US Equity,XLC US Equity,XLC US Equity,XLC US Equity,XLE US Equity,XLE US Equity,XLE US Equity,XLE US Equity,XLF US Equity,XLF US Equity,XLF US Equity,XLF US Equity,XLI US Equity,XLI US Equity,XLI US Equity,XLI US Equity,XLK US Equity,XLK US Equity,XLK US Equity,XLK US Equity,XLP US Equity,XLP US Equity,XLP US Equity,XLP US Equity,XLU US Equity,XLU US Equity,XLU US Equity,XLU US Equity,XLV US Equity,XLV US Equity,XLV US Equity,XLV US Equity,XLY US Equity,XLY US Equity,XLY US Equity,XLY US Equity
field,EQY_INST_PCT_SH_OUT,PUT_CALL_OPEN_INTEREST_RATIO,PX_LAST,PX_VOLUME,EQY_INST_PCT_SH_OUT,PUT_CALL_OPEN_INTEREST_RATIO,PX_LAST,PX_VOLUME,EQY_INST_PCT_SH_OUT,PUT_CALL_OPEN_INTEREST_RATIO,PX_LAST,PX_VOLUME,EQY_INST_PCT_SH_OUT,PUT_CALL_OPEN_INTEREST_RATIO,PX_LAST,PX_VOLUME,EQY_INST_PCT_SH_OUT,PUT_CALL_OPEN_INTEREST_RATIO,PX_LAST,PX_VOLUME,EQY_INST_PCT_SH_OUT,PUT_CALL_OPEN_INTEREST_RATIO,PX_LAST,PX_VOLUME,EQY_INST_PCT_SH_OUT,PUT_CALL_OPEN_INTEREST_RATIO,PX_LAST,PX_VOLUME,EQY_INST_PCT_SH_OUT,PUT_CALL_OPEN_INTEREST_RATIO,PX_LAST,PX_VOLUME,EQY_INST_PCT_SH_OUT,PUT_CALL_OPEN_INTEREST_RATIO,PX_LAST,PX_VOLUME,EQY_INST_PCT_SH_OUT,PUT_CALL_OPEN_INTEREST_RATIO,PX_LAST,PX_VOLUME
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-11,,,,,,,,,83.55,1.1475,63.24,12497386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-12,,,,,,,,,83.55,1.1495,64.04,10677292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-13,,,,,,,,,83.55,1.1467,64.84,13061653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-14,,,,,,,,,83.55,1.1397,65.07,10213409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-15,,,,,,,,,83.55,1.1482,66.12,10183838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-17,,,,,,,,,84.261,1.1482,66.12,10183838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-19,,,,,,,,,84.261,1.1922,66.32,8721631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-20,,,,,,,,,84.261,1.0535,66.6,9935693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-21,,,,,,,,,84.261,1.0539,65.57,11866116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-22,,,,,,,,,84.261,1.0465,65.76,9948258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-24,,,,,,,,,93.147,1.0465,65.76,9948258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-25,,,,,,,,,93.147,1.0443,65.87,15904458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-26,,,,,,,,,93.147,1.0298,65.66,10550682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-27,,,,,,,,,93.147,1.0019,65.91,10294013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-28,,,,,,,,,93.147,0.9538,65.25,11249407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,,,,,,,,,93.147,0.9153,66.45,20327998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-03,,,,,,,,,91.161,0.9153,66.45,20327998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-04,,,,,,,,,91.161,0.9076,66.57,19780305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-05,,,,,,,,,91.161,0.9038,66.35,15807549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-06,,,,,,,,,91.161,0.9005,65.51,22690923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-07,,,,,,,,,91.161,0.8728,65.12,23446166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-08,,,,,,,,,91.161,0.8662,63.9,15621533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-10,,,,,,,,,88.175,0.8662,63.9,15621533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-11,,,,,,,,,88.175,0.859,64.9,13212089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-12,,,,,,,,,88.175,0.8915,65.32,11013139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-13,,,,,,,,,88.175,0.884,65.98,13206790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-14,,,,,,,,,88.175,0.8777,66.05,12320420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-15,,,,,,,,,88.175,0.9457,65.51,12427359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-17,,,,,,,,,89.088,0.9457,65.51,12427359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-18,,,,,,,,,89.088,0.8976,66.42,10067909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-19,,,,,,,,,89.088,0.8713,66.24,12525956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-20,,,,,,,,,89.088,0.8689,66.82,13662863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-21,,,,,,,,,89.088,0.8909,67.29,17878046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-22,,,,,,,,,89.088,0.8866,65.47,19974975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-24,,,,,,,,,92.192,0.8866,65.47,19974975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-25,,,,,,,,,92.192,0.8697,65.5,12346537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-26,,,,,,,,,92.192,0.9368,66.44,11516543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-27,,,,,,,,,92.192,0.96,65.97,9582647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-28,,,,,,,,,92.192,0.9716,66.22,9149159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-29,,,,,,,,,92.192,0.9609,66.12,10037621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,,,,,,,,90.613,0.9609,66.12,10037621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,,,,,,,,,90.613,0.9718,66.99,12411747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-02,,,,,,,,,90.613,1.0366,66.53,11152432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-03,,,,,,,,,90.613,1.0387,65.89,11989787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-04,,,,,,,,,90.613,1.0578,66.44,10504382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-05,,,,,,,,,90.613,1.0575,67.61,17269238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-07,,,,,,,,,90.758,1.0575,67.61,17269238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-08,,,,,,,,,90.758,1.0625,67.91,10602138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-09,,,,,,,,,90.758,0.9846,67.08,14541926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-10,,,,,,,,,90.758,0.9829,67.33,9375986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-11,,,,,,,,,90.758,0.9841,67.38,10914234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-12,,,,,,,,,90.758,0.9882,67.56,15426841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-14,,,,,,,,,90.377,0.9882,67.56,15426841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-15,,,,,,,,,90.377,1.0167,67.16,8300980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-16,,,,,,,,,90.377,0.9795,67.6,8130337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-17,,,,,,,,,90.377,0.9811,67.51,10934622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-18,,,,,,,,,90.377,0.9839,67.19,9759653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-21,,,,,,,,,90.967,0.9839,67.19,9759653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22,,,,,,,,,90.967,1.0643,68.61,14164657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-23,,,,,,,,,90.967,1.2497,68.5,10212221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-24,,,,,,,,,90.967,1.2893,67.3,11019051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-25,,,,,,,,,90.967,1.3146,67.09,12060913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-26,,,,,,,,,90.967,1.3314,66.22,16838386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-28,,,,,,,,,89.912,1.3314,66.22,16838386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-29,,,,,,,,,89.912,1.3077,66.16,12974541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-30,,,,,,,,,89.912,1.2919,66.11,14327153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-01,,,,,,,,,89.912,1.3242,64.79,22155991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-02,,,,,,,,,89.912,1.2619,63.66,28033012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-03,,,,,,,,,89.912,1.2778,64.25,19624559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-05,,,,,,,,,97.513,1.2778,64.25,19624559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-06,,,,,,,,,97.513,1.2609,64.31,20344657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-07,,,,,,,,,97.513,1.2656,63.75,15064718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-08,,,,,,,,,97.513,1.2879,63.75,9823707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-09,,,,,,,,,97.513,1.3135,63.75,14409544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-10,,,,,,,,,97.513,1.3288,64.05,13074954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-12,,,,,,,,,98.701,1.3288,64.05,13074954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-13,,,,,,,,,98.701,1.2612999999999999,62.95,14070022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-14,,,,,,,,,98.701,1.2844,63.72,9241956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-15,,,,,,,,,98.701,1.274,64.05,10092343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-16,,,,,,,,,98.701,1.2465,64.4,9376619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-17,,,,,,,,,98.701,1.2397,63.75,10555799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-19,,,,,,,,,90.238,1.2397,63.75,10555799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-20,,,,,,,,,90.238,1.195,63.78,8186324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-21,,,,,,,,,90.238,1.2342,64.52,18380450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-22,,,,,,,,,90.238,1.2376,63.52,9637121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-23,,,,,,,,,90.238,1.2323,61.39,23963613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-24,,,,,,,,,90.238,0.9708,61.62,10153381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-26,,,,,,,,,89.525,0.9708,61.62,10153381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-28,,,,,,,,,89.525,0.9673,60.98,12930642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-29,,,,,,,,,89.525,0.9823,60.59,16951585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30,,,,,,,,,89.525,0.9969,59.82,15173861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31,,,,,,,,,89.525,0.9901,58.77,21898542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-02,,,,,,,,,91.701,0.9901,58.77,21898542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-03,,,,,,,,,91.701,0.9784,59.52,18024661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-04,,,,,,,,,91.701,1.2692,60.55,14743427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-05,,,,,,,,,91.701,1.2671000000000001,59.88,15882054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-06,,,,,,,,,91.701,1.2599,60.99,32393915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-07,,,,,,,,,91.701,1.249,61.27,15774071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-09,,,,,,,,,87.355,1.249,61.27,15774071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-10,,,,,,,,,87.355,1.2574,61.45,9837825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-11,,,,,,,,,87.355,1.2767,61.57,9522629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-12,,,,,,,,,87.355,1.2883,60.7,13816452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-13,,,,,,,,,87.355,1.2518,61.41,12191939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-14,,,,,,,,,87.355,1.2448,61.01,7916416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-16,,,,,,,,,88.533,1.2448,61.01,7916416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-17,,,,,,,,,88.533,1.2476,61.52,8795248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-18,,,,,,,,,88.533,1.2715,62.37,17222144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-19,,,,,,,,,88.533,1.1448,62.3,8827665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-20,,,,,,,,,88.533,1.1463,63.68,25953969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-21,,,,,,,,,88.533,1.1976,63.56,16356327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-23,,,,,,,,,84.715,1.1976,63.56,16356327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-24,,,,,,,,,84.715,1.0632,62.99,10396671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-25,,,,,,,,,84.715,1.1626,62.49,11887333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26,,,,,,,,,84.715,1.1817,63.45,14326784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27,,,,,,,,,84.715,1.1985000000000001,62.98,10608998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28,,,,,,,,,84.715,1.2099,63.71,17369740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,,,,,,,85.198,1.2099,63.71,17369740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-01,,,,,,,,,85.198,1.2478,63.77,14913860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-02,,,,,,,,,85.198,1.1862,62.75,12100515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-03,,,,,,,,,85.198,1.194,63.0,6987346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-05,,,,,,,,,85.198,1.172,63.09,7363356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-07,,,,,,,,,84.567,1.172,63.09,7363356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-08,,,,,,,,,84.567,1.1784,63.18,8628482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-09,,,,,,,,,84.567,1.1834,63.23,7488131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-10,,,,,,,,,84.567,1.1945000000000001,64.04,11767381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-11,,,,,,,,,84.567,1.153,64.17,12681342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-12,,,,,,,,,84.567,1.1303,64.44,8081374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-14,,,,,,,,,84.708,1.1303,64.44,8081374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-15,,,,,,,,,84.708,1.1451,63.86,9538946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-16,,,,,,,,,84.708,1.0915,63.18,10587053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-17,,,,,,,,,84.708,1.0962,62.46,13664662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-18,,,,,,,,,84.708,1.1087,62.47,12755565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-19,,,,,,,,,84.708,1.1037,62.76,9965289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-21,,,,,,,,,81.626,1.1037,62.76,9965289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-22,,,,,,,,,81.626,1.0955,63.05,7844184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-23,,,,,,,,,81.626,1.1187,63.22,7268818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-24,,,,,,,,,81.626,1.1091,63.49,9907734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-25,,,,,,,,,81.626,1.1013,62.77,10070354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-26,,,,,,,,,81.626,1.0907,62.45,9653823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-28,,,,,,,,,82.054,1.0907,62.45,9653823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-29,,,,,,,,,82.054,1.0927,62.2,8284938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-30,,,,,,,,,82.054,1.0999,62.9,10801348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-31,,,,,,,,,82.054,1.1026,62.7,15278042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-01,,,,,,,,,82.054,1.1122,61.28,25190596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-02,,,,,,,,,82.054,1.0867,60.4,21699934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-04,,,,,,,,,83.743,1.0867,60.4,21699934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-05,,,,,,,,,83.743,1.0596,58.6,27576891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-06,,,,,,,,,83.743,1.1949,58.53,16997506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-07,,,,,,,,,83.743,1.1833,58.09,24802188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-08,,,,,,,,,83.743,1.1308,59.76,23267835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-09,,,,,,,,,83.743,1.0898,59.1,14593219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-11,,,,,,,,,80.394,1.0898,59.1,14593219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-12,,,,,,,,,80.394,1.0864,58.35,21565665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-13,,,,,,,,,80.394,1.0901,58.94,14397726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-14,,,,,,,,,80.394,1.0951,56.63,23649726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-15,,,,,,,,,80.394,1.0486,56.28,14306088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-16,,,,,,,,,80.394,1.0378,57.02,21450306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-18,,,,,,,,,88.371,1.0378,57.02,21450306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19,,,,,,,,,88.371,1.0765,58.28,13881866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-20,,,,,,,,,88.371,1.102,57.79,9521878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-21,,,,,,,,,88.371,1.0749,58.16,12037401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-22,,,,,,,,,88.371,1.0426,57.9,9353521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-23,,,,,,,,,88.371,1.0428,55.96,24409141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-25,,,,,,,,,88.017,1.0428,55.96,24409141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-26,,,,,,,,,88.017,1.0603,56.2,10806578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-27,,,,,,,,,88.017,1.081,55.85,11833743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-28,,,,,,,,,88.017,1.0924,56.65,15696538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-29,,,,,,,,,88.017,1.0897000000000001,57.48,12332306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30,,,,,,,,,88.017,1.0849,57.48,13022340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-01,,,,,,,,,89.467,1.0849,57.48,13022340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-03,,,,,,,,,89.467,1.0716,57.2,13964802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-04,,,,,,,,,89.467,1.0957,58.0,11191118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-05,,,,,,,,,89.467,1.0862,58.72,14538515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-06,,,,,,,,,89.467,1.0706,59.03,12234331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-08,,,,,,,,,89.611,1.0706,59.03,12234331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-09,,,,,,,,,89.611,1.0414,60.21,24757225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-10,,,,,,,,,89.611,1.0247,60.92,25718030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-11,,,,,,,,,89.611,1.0425,60.98,22752016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-12,,,,,,,,,89.611,1.0784,60.6,19059516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-13,,,,,,,,,89.611,1.0813,61.08,14061580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-15,,,,,,,,,92.962,1.0813,61.08,14061580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-16,,,,,,,,,92.962,1.1123,63.13,30677809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-17,,,,,,,,,92.962,1.0265,62.25,26473181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-18,,,,,,,,,92.962,1.0342,61.95,11617589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-19,,,,,,,,,92.962,1.0502,61.79,14029442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-20,,,,,,,,,92.962,1.1485,61.28,20164618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-22,,,,,,,,,88.132,1.1485,61.28,20164618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-23,,,,,,,,,88.132,1.0726,61.3,9337060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-24,,,,,,,,,88.132,1.1639,60.33,20574893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-25,,,,,,,,,88.132,1.1792,60.43,10143268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-26,,,,,,,,,88.132,1.1842,59.64,14088335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-27,,,,,,,,,88.132,1.1736,59.63,15632625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-29,,,,,,,,,89.706,1.1736,59.63,15632625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,,,,,,,89.706,1.1597,59.2,19819471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,,,,,,,,,89.706,1.0874,57.83,16468129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-02,,,,,,,,,89.706,1.145,56.41,19280673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-03,,,,,,,,,89.706,1.1764999999999999,57.02,21186885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-04,,,,,,,,,89.706,1.1614,57.38,11061469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-06,,,,,,,,,90.152,1.1614,57.38,11061469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-07,,,,,,,,,90.152,1.163,56.87,12304397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-08,,,,,,,,,90.152,1.1948,55.9,20802273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-09,,,,,,,,,90.152,1.2128,56.41,8934940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-10,,,,,,,,,90.152,1.1974,57.12,10375027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-11,,,,,,,,,90.152,1.1991,57.89,24195751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-13,,,,,,,,,88.07,1.1991,57.89,24195751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-14,,,,,,,,,88.07,1.139,57.86,12166831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-15,,,,,,,,,88.07,1.1268,58.1,11267326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-16,,,,,,,,,88.07,1.1248,57.29,12005526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17,,,,,,,,,88.07,1.1257,57.33,12289357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-18,,,,,,,,,88.07,1.1257,57.03,10278156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
