ticker,USGG2YR Index
2019-08-15,1.4957
2019-08-16,1.4763
2019-08-19,1.5453000000000001
2019-08-20,1.5123
2019-08-21,1.5733000000000001
2019-08-22,1.6120999999999999
2019-08-23,1.5332
2019-08-26,1.5391
2019-08-27,1.5223
2019-08-28,1.5
2019-08-29,1.52
2019-08-30,1.504
2019-09-02,1.504
2019-09-03,1.452
2019-09-04,1.4319
2019-09-05,1.526
2019-09-06,1.5402
2019-09-09,1.5928
2019-09-10,1.6760000000000002
2019-09-11,1.6742
2019-09-12,1.7191999999999998
2019-09-13,1.7999
2019-09-16,1.7593
2019-09-17,1.7248
2019-09-18,1.7621
2019-09-19,1.7378
2019-09-20,1.683
2019-09-23,1.6812
2019-09-24,1.6256
2019-09-25,1.6795
2019-09-26,1.6555
2019-09-27,1.6315
2019-09-30,1.6217000000000001
2019-10-01,1.5459
2019-10-02,1.478
2019-10-03,1.3901
2019-10-04,1.4036
2019-10-07,1.4617
2019-10-08,1.4194
2019-10-09,1.4657
2019-10-10,1.5424
2019-10-11,1.5914000000000001
2019-10-14,1.5914000000000001
2019-10-15,1.6179999999999999
2019-10-16,1.5835
2019-10-17,1.5998999999999999
2019-10-18,1.5735999999999999
2019-10-21,1.621
2019-10-22,1.5944
2019-10-23,1.5817
2019-10-24,1.5777
2019-10-25,1.6176
2019-10-28,1.6435
2019-10-29,1.6415
2019-10-30,1.5976
2019-10-31,1.5239
2019-11-01,1.552
2019-11-04,1.5822
2019-11-05,1.6245
2019-11-06,1.6086
2019-11-07,1.6672
2019-11-08,1.6742
2019-11-11,1.6742
2019-11-12,1.6623
2019-11-13,1.6360000000000001
2019-11-14,1.5914000000000001
2019-11-15,1.6101
2019-11-18,1.5979999999999999
2019-11-19,1.5960999999999999
2019-11-20,1.5756999999999999
2019-11-21,1.6046
2019-11-22,1.6277
2019-11-25,1.6134
2019-11-26,1.5819
2019-11-27,1.6259000000000001
2019-11-28,1.6259000000000001
2019-11-29,1.6118999999999999
2019-12-02,1.6
2019-12-03,1.538
2019-12-04,1.5721
2019-12-05,1.5923
2019-12-06,1.6149
2019-12-09,1.613
2019-12-10,1.6517
2019-12-11,1.6133
2019-12-12,1.6582
2019-12-13,1.6037
2019-12-16,1.6263
2019-12-17,1.6223999999999998
2019-12-18,1.6287
2019-12-19,1.6268
2019-12-20,1.6294
2019-12-23,1.6522999999999999
2019-12-24,1.621
2019-12-25,1.621
2019-12-26,1.631
2019-12-27,1.5812
2019-12-30,1.5653000000000001
2019-12-31,1.5691000000000002
2020-01-01,1.5691000000000002
