"date","S5INFT","S5FINL","S5ENRS","S5HLTH","S5CONS","S5COND","S5INDU","S5UTIL","S5TELS","S5MATR"
"1990-01-31","65.19","68.08","88.24","67.78","56.33","66.4561","71.45","98.43","86.98","72.01"
"1990-02-01","64.95","68","88.23","68.15","56.32","66.2357","71.46","98.31","86.85","71.72"
"1990-02-02","65.26","68.21","88.89","68.88","56.72","66.7813","71.83","98.63","87.59","72.02"
"1990-02-05","66.01","68.5","89.11","68.78","56.78","66.9758","72","98.43","88.13","72.2"
"1990-02-06","66.31","67.91","88.55","68.09","56.39","66.476","71.73","98.1","86.78","71.75"
"1990-02-07","67.83","68.62","90.14","68.79","57.03","67.6813","72.44","98.77","87.15","72.34"
"1990-02-08","67.74","68.09","90.84","68.54","56.9","67.33","72.42","98.5","86.43","72"
"1990-02-09","67.74","68.13","90.92","68.47","56.97","67.5895","72.63","99.05","86.4","72.39"
"1990-02-12","66.79","67.65","89.86","67.93","56.27","66.9609","71.73","98.1","85.54","71.62"
"1990-02-13","67.58","67.83","90.35","67.93","56.16","67.1019","71.99","98.57","85.74","71.63"
"1990-02-14","67.93","68.39","90.28","68.27","56.19","67.3398","72.04","98.76","86.22","71.92"
"1990-02-15","68.04","69.54","91.9","69.04","56.63","67.8267","72.46","98.92","86.87","72.18"
"1990-02-16","67.08","69.77","91.62","68.22","56.29","67.1548","72.04","98.33","85.65","72.35"
"1990-02-20","66.21","68.56","90.77","67.31","55.47","66.1481","71.02","97.21","83.67","71.49"
"1990-02-21","66.69","68.71","90.91","66.76","55.18","66.3427","71","96.98","83.28","71.15"
"1990-02-22","66.01","68.72","89.51","65.8","54.87","65.9456","70.88","96.21","83.45","71.12"
"1990-02-23","65.52","68.64","88.96","64.65","54.57","65.584","70.83","96.12","83.37","70.9"
"1990-02-26","66.58","69.68","90.33","65.45","55.17","66.7276","71.75","96.9","84.87","71.55"
"1990-02-27","66.76","69.8","90.13","65.8","55.29","67.298","72.58","96.88","85.8","71.77"
"1990-02-28","67.54","70.26","89.81","65.86","55.44","67.6765","73.09","97.43","86.51","72.44"
"1990-03-01","67.38","70.4","89.73","66.55","55.14","67.8934","73.47","97.13","87.15","73.03"
"1990-03-02","68.34","70.94","90.3","67.19","55.26","68.7587","74.06","97.52","88.13","73.64"
"1990-03-05","68.27","70","89.63","66.62","55.19","68.653","73.62","96.85","87.77","73.23"
"1990-03-06","68.94","70.63","90.87","67.47","56.18","69.5847","74.41","97.73","89","74.07"
"1990-03-07","69.16","70.27","90.73","67.27","56.32","69.2601","74.35","96.93","88.24","73.66"
"1990-03-08","70.35","70.92","90.85","67.69","57.04","70.2483","75.05","97.4","89.36","74.53"
"1990-03-09","70.12","70.29","89.74","67.41","56.42","70.0566","74.78","96.56","88.73","73.88"
"1990-03-12","70.47","70.36","89.78","67.33","56.7","70.2957","74.74","96.64","89.1","74.27"
"1990-03-13","70.03","69.77","88.9","66.11","56.32","70.0498","74.36","95.89","88.46","73.45"
"1990-03-14","69.98","69.76","89.6","66.31","56.6","70.2555","74.77","96.05","87.93","73.49"
"1990-03-15","70.48","69.67","90.03","67.06","56.79","70.3604","74.74","96.25","88.32","74.01"
"1990-03-16","71.94","69.75","91.14","67.77","57.62","70.9603","75.66","96.57","89.68","75.05"
"1990-03-19","73.23","69.56","90.97","68.12","58.18","71.0947","76.37","96.32","90.14","75.5"
"1990-03-20","72.48","68.94","90.1","67.61","58.19","70.7144","76.23","96.03","89.61","74.87"
"1990-03-21","71.89","68.47","89.41","67.18","58.07","70.303","75.88","95.88","89.24","74.4"
"1990-03-22","70.88","67.29","88.67","66.44","57.37","69.3107","75.03","94.86","88.4","73.49"
"1990-03-23","70.7","67.65","88.88","67.01","57.86","69.5244","75.52","94.95","89.07","73.64"
"1990-03-26","70.52","67.69","88.81","67.22","58.11","69.8731","75.66","94.9","89.07","73.35"
"1990-03-27","70.87","68.21","89.69","68.36","58.95","70.6434","76.63","95.69","90.66","73.84"
"1990-03-28","70.48","68.56","89.97","68.6","58.92","70.5211","76.61","95.77","91.34","74.13"
"1990-03-29","70.44","68.23","89.92","68.42","58.72","69.9908","76.22","95.6","91.09","73.96"
"1990-03-30","70.06","68.03","90.07","68.07","58.61","69.6771","76.11","95.7","90.85","73.57"
"1990-04-02","70.04","67.49","89.97","67.85","58.57","69.3711","75.62","95.33","90.51","73.28"
"1990-04-03","71.05","68.3","91.46","68.98","59.83","70.3923","76.5","96.09","91.88","74.14"
"1990-04-04","70.66","67.83","90.21","68.68","59.54","70.0246","76.03","95.58","90.74","73.48"
"1990-04-05","69.94","67.08","90.01","68.92","59.85","70.0472","76.06","95.14","91.05","73.28"
"1990-04-06","69.28","66.21","89.83","68.99","60.02","69.8823","76.09","95.05","91.02","73.26"
"1990-04-09","69.19","66.99","89.59","69.67","60.78","70.1069","76.19","95.06","91.39","73.2"
"1990-04-10","70.08","67.68","88.8","69.93","61.13","70.1464","76.36","94.61","91.61","73.33"
"1990-04-11","70.6","68.11","87.45","70.03","61.02","70.381","76.47","94.65","91.58","73.21"
"1990-04-12","70.76","68.9","88.23","70.56","61.52","70.9511","77.13","94.78","92","73.47"
"1990-04-16","71.68","68.85","88.43","70.17","61.49","70.9679","77.4","94.86","92.29","73.17"
"1990-04-17","71.38","69.19","88.79","70.28","61.5","70.7302","77.36","94.72","92.1","73.08"
"1990-04-18","70.27","68.35","87.93","69.72","60.71","70.0194","76.56","93.95","90.35","72.32"
"1990-04-19","69.85","67.63","87.96","69.07","59.7","69.5533","76.04","93.52","89.63","71.6"
"1990-04-20","69.74","66.59","87.8","68.47","59.08","68.9553","75.5","92.29","88.57","70.58"
"1990-04-23","69.28","65.66","86.59","67.54","58.74","67.9534","74.46","91.41","87.45","69.58"
"1990-04-24","69","65.28","86.51","67.48","58.91","67.6636","74.33","91.46","87.08","69.36"
"1990-04-25","69.48","65.48","86.94","67.75","59.31","67.9341","74.75","91.64","87.59","69.8"
"1990-04-26","69.45","65.4","87.03","68.65","59.64","67.7152","74.98","91.45","87.84","70.49"
"1990-04-27","68.48","64.7","86.27","67.96","58.76","66.7711","74.18","90.39","86.88","69.91"
"1990-04-30","69.42","64.99","86.62","68.25","59.28","67.0729","74.48","90.36","87.53","69.91"
"1990-05-01","69.25","65.31","87.01","68.72","59.63","67.5015","74.8","90.86","87.98","69.87"
"1990-05-02","70.04","66","87.81","69.32","60.04","68.1396","75.21","91.01","88.01","69.89"
"1990-05-03","70.45","66.03","88.32","69.43","60.12","68.1685","75.46","91.48","88.36","70.41"
"1990-05-04","71.31","66.81","88.96","69.77","60.7","68.6644","75.93","92.54","89.38","70.82"
"1990-05-07","71.89","67.31","89.18","70.32","61.19","69.0002","76.4","93.54","89.68","71.42"
"1990-05-08","72.06","67.69","89.23","70.83","61.52","69.0815","76.8","94.15","90.33","71.83"
"1990-05-09","72.21","67.69","89.41","71.03","61.53","69.1414","77.04","94.73","90.77","72.23"
"1990-05-10","72.84","67.9","89.72","71.55","61.47","69.378","77.07","94.87","91.07","72.27"
"1990-05-11","74.13","69.71","91.88","73.2","63.1","71.2387","78.63","96.85","93.66","73.74"
"1990-05-14","74.53","70.58","92.7","73.66","63.48","71.8982","79.08","96.95","94.82","74.39"
"1990-05-15","74.94","71.15","92.27","73.47","63.42","71.852","78.8","96.8","94.03","74.41"
"1990-05-16","74.69","70.96","92.2","73.39","63.32","71.7538","78.73","96.84","94.69","74.11"
"1990-05-17","74.97","71.06","92.34","73.78","63.54","71.8276","78.67","96.29","94.66","74.37"
"1990-05-18","74.81","71.06","92.24","73.68","63.49","72.0591","78.78","96.16","94.91","74.48"
"1990-05-21","75.83","71.65","92.67","75.08","64.28","73.2638","79.31","96","95.32","74.91"
"1990-05-22","76.3","71.63","92.24","75.83","64.68","73.3347","79.34","95.64","94.98","75.03"
"1990-05-23","77.41","72.1","91.71","76.18","65.16","73.6475","79.25","95.5","95.07","74.88"
"1990-05-24","77.67","72.34","90.67","76.23","64.95","73.5755","79.42","94.92","94.23","74.67"
"1990-05-25","76.27","71.67","89.6","75.83","63.93","72.8511","78.77","94.44","92.84","74.06"
"1990-05-29","78.1","72.46","91.46","76.86","65.21","74.1978","79.9","95.34","94.65","75.3"
"1990-05-30","78.21","72.57","91.97","76.93","65.14","74.2811","79.76","94.9","94.89","75.14"
"1990-05-31","78.06","72.89","91.94","77.01","65.34","74.2625","79.97","94.71","95.02","75.15"
"1990-06-01","77.76","73.97","91.64","77.49","66.08","74.9015","80.53","94.87","95.34","75.31"
"1990-06-04","78.67","75.75","92.36","78","66.94","75.964","81.42","96.46","96","75.78"
"1990-06-05","78.38","76.39","91.48","77.91","66.81","75.7684","81.27","96.5","95.57","75.83"
"1990-06-06","78.41","75.78","90.38","77.7","66.37","75.58","81.01","96.4","95.19","75.62"
"1990-06-07","78.31","75.3","90.08","76.93","66.29","75.1757","80.63","96.1","94.51","75.02"
"1990-06-08","77.19","74.08","89.4","75.71","65.55","74.0343","79.74","95.3","93.35","74.24"
"1990-06-11","77.74","74.41","90.44","76.56","66","74.7125","80.41","95.69","94.03","74.83"
"1990-06-12","78.48","74.79","91.65","78.1","67.18","75.9031","81.4","96.43","95.05","75.4"
"1990-06-13","78.59","74.04","91.13","77.91","66.75","75.8121","81.37","95.99","94.86","74.78"
"1990-06-14","78.34","72.84","90.77","77.71","66.53","75.548","81.28","95.66","93.13","74.49"
"1990-06-15","78.12","72.74","91.21","77.75","66.48","75.5374","81.26","95.46","92.87","74.7"
"1990-06-18","76.76","71.26","89.73","76.64","65.31","74.2703","79.86","94.16","91.27","73.71"
"1990-06-19","76.92","71.47","90.27","76.66","65.95","74.6289","80.3","94.47","91.58","73.79"
"1990-06-20","76.9","70.92","90.79","77.46","66.02","74.601","80.45","94.24","92.26","73.73"
"1990-06-21","77.35","71.11","90.89","78.71","66.47","74.6852","80.7","94.47","92.32","73.67"
"1990-06-22","75.78","70.26","89.51","77.82","65.85","73.6612","79.64","93.8","90.05","72.62"
"1990-06-25","75.44","69.37","88.97","77.19","65.56","72.7112","78.88","93.02","89","72.05"
"1990-06-26","75.07","69.27","88.86","77.56","66.15","72.2383","78.43","93.13","89.27","71.92"
"1990-06-27","75.76","69.79","89.66","79.32","66.95","72.8795","78.98","94.15","89.17","71.9"
"1990-06-28","76.27","70.27","90","80.87","67.72","73.5919","79.29","94.18","88.97","72.38"
"1990-06-29","76.6","70.42","89.83","80.36","67.71","73.775","79.49","94.69","89.1","72.67"
"1990-07-02","77.34","70.6","89.66","80.89","68.1","73.9843","79.93","94.52","89.78","73.14"
"1990-07-03","76.95","70.4","89.46","81.39","68.51","74.1743","80.38","94.29","89.57","73.53"
"1990-07-05","76.36","69.4","88.58","80.75","67.69","73.0358","79.43","93.12","87.77","72.64"
"1990-07-06","76.79","69.94","89.06","81.43","68.85","73.4983","80.08","93.32","88.06","73.16"
"1990-07-09","77.44","69.93","89.07","81.34","68.92","74.583","80.46","93","87.98","73.03"
"1990-07-10","76.95","69.01","88.47","81.1","68.27","74.0933","79.7","92.16","86.4","72.8"
"1990-07-11","77.74","69.61","90.59","82.74","69.4","74.9583","80.82","92.67","85.82","74.24"
"1990-07-12","77.76","69.89","93.7","83.29","70.21","75.6338","81.82","93.35","85.79","75.72"
"1990-07-13","77.97","70.25","94.18","83.77","70.31","75.9915","82.66","93.39","86.46","75.99"
"1990-07-16","78.81","70.85","94.22","84.45","70.48","76.5235","82.92","93.17","86.63","76.37"
"1990-07-17","77.88","71.06","94.18","84.36","70.79","75.9039","82.64","93","84.84","76.22"
"1990-07-18","77.02","70.61","93.66","83.76","70.39","74.5915","81.84","92.14","84.19","75.66"
"1990-07-19","76.38","70.19","95.88","83.92","70.44","74.5576","81.7","92.14","84.94","76.05"
"1990-07-20","74.21","69.37","95.06","83.66","70.03","73.4882","80.66","91.69","84.49","75.58"
"1990-07-23","72.84","68.28","94.12","81.85","68.45","71.677","79.24","90.67","83.58","74.45"
"1990-07-24","71.94","67.74","96.79","81.77","68.85","71.1063","79.31","91.03","83.49","73.82"
"1990-07-25","72.35","68.07","96.2","82.84","69.12","71.186","79.57","91.88","83.62","74.53"
"1990-07-26","71.65","67.97","95.08","82.62","68.69","71.0148","79.41","91.98","83.62","75.08"
"1990-07-27","70.74","67.34","95.24","81.96","68.15","70.0757","78.72","92.21","83.04","74.84"
"1990-07-30","71","67.41","96.82","82.18","68.43","70.0807","78.86","93.91","84.16","75.15"
"1990-07-31","70.93","67.01","98.24","82.8","68.39","69.5827","78.37","94.89","85.3","74.99"
"1990-08-01","70.47","65.84","98.64","82.98","68.23","69.222","78.09","95.55","85.75","74.95"
"1990-08-02","69.1","64.46","101.37","80.81","66.82","67.7581","76.9","94.86","85.11","73.98"
"1990-08-03","67.47","63.27","100.2","78.65","65.26","66.3849","75.41","93.73","83.93","72.62"
"1990-08-06","64.8","61.33","101.48","75.52","62.86","63.6009","72.16","91.62","81","70.08"
"1990-08-07","64.83","61.98","100.35","76.34","63.43","63.2835","72.37","91.62","81.24","69.96"
"1990-08-08","65.29","62.8","98.42","78.23","64.89","64.5957","73.41","92.28","82.4","70.17"
"1990-08-09","65.23","63.23","98.31","78.49","65.77","65.1456","73.93","91.91","82.45","70.49"
"1990-08-10","64.54","62.66","98.31","77.15","64.78","63.7802","72.63","91.34","81.35","69.37"
"1990-08-13","65.48","62.75","99.33","78.42","65.56","64.3342","73.01","91.62","82.52","70.26"
"1990-08-14","65.37","62.82","99.25","78.76","66.2","64.6228","72.83","91.8","82.39","70.15"
"1990-08-15","65.4","62.93","98.63","79.14","66.89","64.6156","72.75","92.27","83.11","70.2"
"1990-08-16","64.07","61.1","98.4","76.74","64.93","62.6383","70.86","91","81.03","68.98"
"1990-08-17","62.45","59.98","99.21","75.84","63.73","61.0375","69.47","90.33","80.18","68.14"
"1990-08-20","62.18","59.73","100.58","75.74","63.72","61.0934","69.39","90.46","80.62","68.36"
"1990-08-21","60.95","58.29","98.63","74.27","62.36","59.7598","67.8","89.18","78.92","67.44"
"1990-08-22","60.25","57.35","98.03","72.52","60.76","58.8668","66.69","88.21","77.03","66.36"
"1990-08-23","59.21","55.87","94.78","70.52","58.68","57.0062","64.69","85.96","74.34","64.41"
"1990-08-24","61.31","56.61","93.69","71.95","60.12","58.4827","66.38","85.5","74.66","65.18"
"1990-08-27","63.57","58.46","94.15","74.94","62.78","60.9714","68.78","86.9","77.54","66.75"
"1990-08-28","63.32","58.14","95.69","75.48","62.84","61.0855","68.44","86.31","75.91","66.57"
"1990-08-29","63.24","58.62","96.07","76.57","63.77","61.5224","68.92","87.26","77.13","67.05"
"1990-08-30","61.72","57.86","94.4","75.55","62.49","60.2015","68.07","86.36","75.62","66.01"
"1990-08-31","62.06","58.62","95.89","76.37","63.4","60.8885","68.5","87.41","77.28","66.51"
"1990-09-04","62.4","58.62","96.61","76.61","63.48","60.8583","68.37","87.58","77.02","66.76"
"1990-09-05","61.82","58.78","98.51","76.6","63.75","60.8031","68.44","88.27","77.15","67.09"
"1990-09-06","60.91","58.05","98.56","75.51","62.76","59.5314","67.69","87.95","75.87","66.13"
"1990-09-07","61.8","58.71","98.99","76.58","63.66","59.933","68.19","88.86","76.66","66.24"
"1990-09-10","61.75","58.42","97.84","76.44","63.44","59.4525","68.13","88.69","75.91","65.75"
"1990-09-11","61.7","57.72","97.55","76.42","63.45","59.3029","68.09","88.37","76.08","65.73"
"1990-09-12","61.82","57.8","98.8","76.71","63.81","59.4278","67.95","88.88","76.65","66.19"
"1990-09-13","60.5","56.85","98.2","75.55","62.89","58.5894","66.94","88.26","76.47","65.54"
"1990-09-14","60.06","56.08","98.44","75.13","62.28","58.2314","65.99","87.99","77.01","65.16"
"1990-09-17","60.13","55.99","99.84","75.52","62.35","58.177","65.88","88.14","77.27","65.29"
"1990-09-18","60.72","55.69","99.37","75.9","62.59","58.4577","65.95","88.53","78.16","65.43"
"1990-09-19","61.02","55.2","99","74.62","62.5","57.8369","65.17","88.7","77.91","65.13"
"1990-09-20","59.97","53.8","98.06","73.16","61.27","56.5647","63.92","88.09","77.47","64.25"
"1990-09-21","59.53","53.2","98.58","72.89","60.8","56.5679","64.04","88.81","78.74","63.5"
"1990-09-24","58.19","51.27","97.57","71.51","59.47","55.087","62.3","87.64","77.34","61.77"
"1990-09-25","59.29","51.9","96.91","73.33","60.5","55.9194","63.27","88","78.94","62.01"
"1990-09-26","58.41","50.5","95.25","72.69","60.02","55.5404","62.63","87.77","78.81","61.59"
"1990-09-27","57.6","48.68","93.64","71.61","59.79","54.8592","61.14","87.87","78.54","61.2"
"1990-09-28","59.43","51.02","93.06","73.37","60.95","55.6584","62.76","88.08","79.98","61.51"
"1990-10-01","60.57","52.76","93.04","76.73","63.76","57.5004","64.42","90.28","83.09","63.2"
"1990-10-02","60.14","52.45","92.72","76.46","64.09","58.1524","64.68","90.37","82.96","63.16"
"1990-10-03","59.07","51.17","93.38","75.32","63.72","56.6853","63.76","90","80.93","62.88"
"1990-10-04","58.48","51.59","94.09","75.74","64.18","56.739","63.52","91.37","81.63","63.1"
"1990-10-05","58.66","50.94","93.59","75.52","63.98","56.5076","63.28","91.53","81.43","62.68"
"1990-10-08","59.17","50.89","94.22","76.67","64.26","56.606","63.32","92.64","82.74","62.92"
"1990-10-09","56.54","49.32","92.83","74.52","62.26","54.4346","61.82","91.22","81.32","61.06"
"1990-10-10","55.56","48.43","91.03","74.28","61.57","53.4113","60.79","90.64","79.59","59.81"
"1990-10-11","54.56","47.2","89.45","73.18","60.54","52.3722","59.64","90.35","79.19","58.46"
"1990-10-12","54.55","48.33","89.33","74.37","61.79","53.6106","60.83","92.12","81.36","58.56"
"1990-10-15","54.39","48.99","89.81","75.79","62.69","54.2162","61.47","92.6","83.08","58.56"
"1990-10-16","54.15","47.84","88.99","75.06","62.14","53.2579","60.01","92.51","81.35","57.42"
"1990-10-17","54.71","47.42","89.24","75.47","61.8","52.8898","60.21","93.02","80.73","57.42"
"1990-10-18","57.22","48.73","89.37","77.75","63.71","54.532","61.95","93.49","81.71","59.12"
"1990-10-19","58.36","49.79","91.65","78.17","65.49","56.1179","63.29","94.56","83.22","61.06"
"1990-10-22","58.57","50.52","91.24","79.64","65.9","57.0786","63.43","95.23","83.68","61.52"
"1990-10-23","58.39","50.08","90.15","79.07","65.46","56.5602","63.11","94.55","82.89","61.23"
"1990-10-24","59.1","50.08","90.26","79.29","65.79","56.2512","62.66","94.59","83.17","61.43"
"1990-10-25","58.53","49.41","90.15","78.78","65.11","55.5591","61.99","94.24","82.86","61.05"
"1990-10-26","57.39","47.56","89.51","77.17","63.97","54.1208","60.89","93.71","82.01","59.85"
"1990-10-29","56.73","46.29","89.13","75.93","63.28","53.5187","60.65","93.57","81.43","59.55"
"1990-10-30","57.14","46.71","89.78","75.63","64.17","53.4929","61.3","94.86","82.45","59.69"
"1990-10-31","56.96","46.74","89.97","74.54","64.06","53.7469","61.03","95.43","83.47","59.5"
"1990-11-01","57.86","47.76","90.97","74.89","64.59","53.9952","61.52","96.72","84.68","59.84"
"1990-11-02","58.77","50.23","92.13","76.04","65.02","54.9666","62.68","97.37","85.45","60.7"
"1990-11-05","59.22","51.48","92.13","77.12","65.89","55.7925","63.42","96.83","85.45","60.92"
"1990-11-06","58.84","50.83","91.17","76.32","65.41","55.401","62.64","96.06","84.5","60.46"
"1990-11-07","57.72","50.12","89.44","75.29","64.22","54.3339","61.41","94.36","82.9","59.32"
"1990-11-08","58.52","50.78","90.24","75.47","64.4","54.5553","61.61","94.82","83.15","59.34"
"1990-11-09","59.85","52.08","92.02","76.98","65.74","55.8968","62.82","95.94","84.22","60.5"
"1990-11-12","61.57","54.58","91.64","78.37","66.7","57.4568","64.41","96.52","85.46","61.57"
"1990-11-13","61.18","54.66","90.52","78.19","66.06","57.8518","64.3","95.34","83.74","61.47"
"1990-11-14","62.03","55.35","90.32","78.78","66.85","58.8331","64.82","95.01","84.29","62.41"
"1990-11-15","61.12","54.65","89.29","78.3","66.1","57.9245","64.4","94.31","83.21","62"
"1990-11-16","61.66","54.66","89.68","78.31","66.13","57.9085","64.44","94.63","81.84","62.3"
"1990-11-19","62.23","54.71","89.81","78.74","66.98","58.5922","64.95","94.79","82","63.14"
"1990-11-20","61.31","53.37","89.23","77.97","66.42","57.8934","63.41","94.13","81.22","62.43"
"1990-11-21","61.6","52.75","89.54","78.24","66.57","57.7876","63.71","95.02","81.88","62.35"
"1990-11-23","61.08","52.48","89.66","78.26","66.43","57.5566","63.43","94.63","81.4","62.29"
"1990-11-26","61.52","53.58","90.65","78.86","66.5","57.9505","63","94.87","81.25","62.42"
"1990-11-27","62.08","54.32","91.1","79.44","66.72","58.2846","63.1","94.7","81.52","62.78"
"1990-11-28","61.91","54.24","91","79.38","66.66","58.4199","63.02","94.88","81.53","62.69"
"1990-11-29","61.86","53.64","90.67","79.44","66.03","58.1152","62.82","94.49","81.15","62.26"
"1990-11-30","62.4","54.71","91.61","81.41","67.4","58.999","64.27","96.33","82.53","63.8"
"1990-12-03","64.02","55.39","90.78","81.81","67.92","59.9466","65","96.53","81.72","63.95"
"1990-12-04","64.83","56.82","90.54","82.24","68.47","60.2261","65.53","97.34","82.16","64.19"
"1990-12-05","65.81","59.45","90.01","82.5","69.2","61.0427","66.78","97.31","82.34","65.17"
"1990-12-06","64.92","58.59","88.63","82.46","69.29","61.2958","67.2","96.87","82.16","65.56"
"1990-12-07","65.05","57.4","88.52","82.47","69.22","60.617","67.02","96.15","82.39","65.28"
"1990-12-10","65.25","57.7","88.77","82.71","69.38","60.8382","67.03","96.22","82.94","66"
"1990-12-11","64.23","57.15","88.01","82.48","69.14","60.216","66.65","95.6","82.28","65.39"
"1990-12-12","65.33","57.98","87.62","83.76","70.37","61.1114","67.22","96.38","83.68","66.04"
"1990-12-13","64.59","57.64","88.16","83.15","70.17","60.7476","66.97","95.89","83.85","66.38"
"1990-12-14","63.63","56.83","88.82","82.13","69.38","59.892","66.47","95.72","83.22","66.25"
"1990-12-17","63.7","56.14","89.3","81.79","69.21","59.7422","66.12","95.59","83.01","66.05"
"1990-12-18","64.72","57.79","89.31","82.4","70.07","60.9332","66.83","96.75","84.21","66.6"
"1990-12-19","64.8","58.33","88.82","82.2","69.79","61.0412","67.23","96.81","84.02","66.92"
"1990-12-20","65.29","58.73","88.66","82.02","69.86","60.8422","67.61","96.2","83.21","66.92"
"1990-12-21","65.82","58.71","88.71","82.33","70.02","61.4067","68.15","97.11","83.85","67.04"
"1990-12-24","65.49","58.35","88.99","82.12","69.46","60.8559","67.73","96.64","82.8","66.66"
"1990-12-26","65.41","58.56","90.08","82.49","69.66","60.8019","67.67","96.9","82.81","66.89"
"1990-12-27","65.01","57.59","89.55","82.08","69.24","60.1658","67.11","96.63","82.1","66.36"
"1990-12-28","65.02","57.35","89.82","81.92","69.5","60.2835","67.33","96.46","81.97","66.74"
"1990-12-31","65.01","57.56","90.34","82.82","70.06","60.5673","67.38","96.17","82.24","67.2"
"1991-01-02","64.82","56.73","89.33","81.66","68.72","60.2507","66.7","95.3","81.32","66.3"
"1991-01-03","64.55","56.1","88.13","79.37","67.15","59.6856","65.97","94.93","80.48","65.28"
"1991-01-04","64.4","56.21","87.73","78.44","66.99","59.5741","65.86","94.91","80.18","65.38"
"1991-01-07","63.47","54.89","87.13","76.62","65.71","58.2259","64.72","93.95","78.47","64.53"
"1991-01-08","62.91","54.3","87.21","76.91","65.8","57.9902","64.47","94.32","78.4","64.39"
"1991-01-09","62.13","53.91","86.17","76.22","65.01","57.3905","63.91","93.48","77.49","63.26"
"1991-01-10","62.89","54.46","86.25","77.17","65.74","58.1288","64.53","93.93","78.39","64.18"
"1991-01-11","62.77","54.57","85.67","77.52","66.09","58.4427","64.82","93.78","78.63","64.56"
"1991-01-14","61.93","53.99","86.11","76.83","65.38","57.5704","64.47","92.6","77.48","64.01"
"1991-01-15","62.53","53.96","86.32","77.51","65.65","57.998","64.84","92.53","77.47","63.91"
"1991-01-16","64.37","54.17","86.01","79.13","66.08","59.001","65.47","92.09","77.29","63.89"
"1991-01-17","67.1","56.3","86.87","81.37","69.18","61.8494","68.43","94.27","81.02","66.46"
"1991-01-18","68.4","57.5","87.56","81.85","69.98","62.7924","69.24","95.26","82.39","67.51"
"1991-01-21","69.11","57.82","86.08","82.07","69.57","62.2334","69.2","94.99","82.28","67.18"
"1991-01-22","68.2","57.88","86.51","81.62","69.28","61.3681","68.58","94.41","79.53","66.59"
"1991-01-23","68.61","58.27","88.17","82.83","69.72","62.0256","68.84","94.5","77.42","66.82"
"1991-01-24","69.73","59.31","88.6","84.39","70.65","62.8318","70.21","94.95","78.23","68.09"
"1991-01-25","70.12","59.86","88.84","84.28","70.65","63.04","70.72","94.57","79.08","68.49"
"1991-01-28","71.02","59.51","88.51","84.14","70.26","63.1704","70.95","94.46","79.42","68.39"
"1991-01-29","71.5","59.55","87.67","83.98","70.05","63.3843","71.13","94.18","79.48","68.43"
"1991-01-30","73.1","60.69","87.8","85.56","70.92","65.1268","72.57","93.94","79.96","69.84"
"1991-01-31","73.43","61.65","88.08","85.7","71.48","65.9162","73.54","94.09","81.24","70.58"
"1991-02-01","73.34","62.32","87.39","85.13","71.1","66.2578","73.63","93.59","80.45","69.96"
"1991-02-04","74.03","65.34","87.87","86.42","72.12","67.5842","74.91","93.98","81.2","70.51"
"1991-02-05","74.87","66.36","87.84","87.65","73.05","67.9413","75.57","94.35","81.49","71.23"
"1991-02-06","75.95","67.32","91.7","88.79","74.63","68.8573","76.53","95.44","83.21","72.73"
"1991-02-07","75.18","66.78","92.69","87.73","74.04","68.7056","75.44","96.41","83.58","72.08"
"1991-02-08","75.92","67.19","92.57","89.45","74.82","69.0709","75.99","97.21","84.22","72.72"
"1991-02-11","77.74","69.73","94.4","92.22","76.78","71.1275","77.6","98.86","86.07","74.79"
"1991-02-12","77.42","69.62","93.34","90.93","75.8","70.3112","77.22","98.47","84.91","75.01"
"1991-02-13","78.56","70.31","94.24","91.71","76.56","71.146","77.54","99.34","85.77","75.88"
"1991-02-14","77.77","68.89","92.58","91.13","75.88","69.8764","76.75","98.38","84.77","74.53"
"1991-02-15","79.06","70.01","91.85","93.32","77.52","71.0003","77.87","98.75","85.9","75.46"
"1991-02-19","80.78","68.99","91.66","93.5","78.16","71.2244","77.57","98.81","85.53","75.39"
"1991-02-20","80.28","67.67","91.87","92.23","77.28","70.0363","76.5","98.12","84.04","74.53"
"1991-02-21","79.43","67.98","91.48","92.47","78.02","70.0251","76.19","98.31","83.6","74.23"
"1991-02-22","78.9","68.22","91.47","93.24","78.67","70.2428","76.56","98.19","83.34","73.45"
"1991-02-25","79.07","67.9","92.03","94.5","79.46","70.4187","77.02","98.48","83.4","73.06"
"1991-02-26","77.33","66.78","92.31","93.26","78.09","69.3618","75.94","97.36","82.73","72.5"
"1991-02-27","77.75","67.86","95.74","94.42","78.27","70.2202","77.2","97.71","83.58","73.19"
"1991-02-28","76.92","68.17","95.48","93.56","77.88","70.5629","77.33","97.63","83.13","73.34"
"1991-03-01","77.91","69.82","95.72","94.05","78.38","71.522","78.17","97.7","83.63","74.18"
"1991-03-04","77.93","69.69","94.62","94.1","78.02","71.7407","77.9","96.84","82.97","74.49"
"1991-03-05","80.63","71.11","95.61","95.79","80.17","73.6161","79.44","97.34","83.94","76.02"
"1991-03-06","80.77","70.78","95.81","95.64","79.88","73.7304","79.13","96.34","83.75","76.32"
"1991-03-07","81.2","70.52","96.3","96.15","79.8","73.6959","78.94","96.06","83.21","75.56"
"1991-03-08","80.73","70.12","96.36","96.88","79.62","73.3745","78.35","95.54","83.09","75.28"
"1991-03-11","78.88","69.95","95.33","96.47","79.38","72.7498","78.26","96.07","83.41","74.68"
