"date","S5INFT","S5FINL","S5ENRS","S5HLTH","S5CONS","S5COND","S5INDU","S5UTIL","S5TELS","S5MATR"
"2005-04-25","294.9","377.22","336.42","354.82","235.29","249.839","277.31","151.73","116.68","174.29"
"2005-04-26","291.71","375.4","331.42","352.55","233.68","247.904","273.96","150.04","115.92","170.99"
"2005-04-27","292.89","380.16","324.08","355.69","234.77","248.399","274.83","151.1","118.02","169.72"
"2005-04-28","289.54","375.95","315.68","353.21","233.62","244.957","271.23","150.06","117.4","168.06"
"2005-04-29","292.87","381.8","319.92","358.57","234.84","245.417","275.02","152.21","118.15","172.44"
"2005-05-02","293.3","382.82","325.51","359.85","236.73","246.687","276.19","152.85","116.72","173.56"
"2005-05-03","294.32","383.16","318.12","360.59","237.83","247.531","274.38","152.08","116.78","174.53"
"2005-05-04","297.88","390.26","321.8","363.63","239.4","252.657","277.11","152.32","117.2","177.19"
"2005-05-05","297.17","388.31","324.81","363.58","238.85","251.436","275.68","151.43","116.27","176.33"
"2005-05-06","298.6","386.06","323.99","362.52","238.43","251.037","276.62","151.15","116.12","176.65"
"2005-05-09","299.67","389.32","327.79","364.61","239.53","252.749","278.52","152.31","116.46","176.6"
"2005-05-10","296.34","383.96","322.75","362.4","237.96","249.846","275.44","151.26","115.78","173.9"
"2005-05-11","298.23","386.07","324.17","363.34","238.82","249.933","277.63","151.42","115.91","173.89"
"2005-05-12","298.11","382.03","310.15","362.59","237.58","248.471","274.3","150","115.42","169"
"2005-05-13","302.87","378.54","304.89","360.29","235.74","248.239","272.77","147.56","114.71","165.78"
"2005-05-16","305.2","384.95","302.96","364.15","238.18","251.123","276.37","148.22","116.03","166.39"
"2005-05-17","306.94","387.65","307.59","364.56","239.18","253.278","278.52","150.06","116.61","168.8"
"2005-05-18","310.92","391.86","306.92","364.78","241.5","258.134","282.62","150.31","117.71","172.77"
"2005-05-19","313.16","392.41","312.65","365.13","242.56","260.382","282.57","150.85","118.52","172.14"
"2005-05-20","313.92","392.29","309.6","364.13","242.45","259.601","282.58","150.88","118.29","170.79"
"2005-05-23","314.93","392.2","314.28","365.47","242.78","260.947","284.41","150.41","118.47","172.34"
"2005-05-24","316.31","391.53","316.43","365.49","242.19","260.753","283.8","150.54","118.17","171.91"
"2005-05-25","314.93","389.73","320.1","363.52","241.45","259.681","281.54","150.45","118.36","169.98"
"2005-05-26","318.62","392.69","322.34","364.86","241.71","261.167","283.2","150.91","119.26","171.18"
"2005-05-27","318.16","393.21","326.98","363.79","241.13","261.403","283.05","151.69","119.56","171.77"
"2005-05-31","315.37","391.67","324.28","361.47","239.63","259.658","281.11","151.9","119.56","170.4"
"2005-06-01","318.8","395.09","330.24","363.26","241.73","261.436","283.3","153.43","119.7","173.02"
"2005-06-02","320.44","394.39","330.45","363.81","242.4","262.935","283.33","153.23","120.3","172.56"
"2005-06-03","316.25","391.68","331.13","361.54","240.16","260.601","281.69","153.4","120.12","171.69"
"2005-06-06","315.99","392.64","332.75","361.92","240.44","261.037","281.99","153.44","119.65","171.71"
"2005-06-07","314.44","392.45","330.32","362.25","241.25","261.47","282.78","153.85","119.95","172.41"
"2005-06-08","314.63","392.82","329.58","359.6","240.74","260.328","281.48","154","120.25","171.59"
"2005-06-09","317.18","393.81","339.08","361.47","240.83","261.455","281.38","154.19","120.06","170.91"
"2005-06-10","314.12","392.82","338.94","360.13","240.5","261.301","280.9","154.94","120.78","172.2"
"2005-06-13","315.34","392.92","339.79","362","239.9","262.105","280.87","155.5","122","173.32"
"2005-06-14","313.87","393.69","341.25","364.88","240.68","264.74","280.5","156.07","121.65","173.85"
"2005-06-15","315.22","394.98","345.31","364.03","240.62","264.866","280.52","155.33","121.89","175.29"
"2005-06-16","316.19","396.32","350.64","365.58","240.26","265.647","280.91","155.07","121.45","177.53"
"2005-06-17","316.08","398.31","356.13","367.54","240.53","266.332","283.43","156.7","122.06","177.41"
"2005-06-20","315.96","398.22","356.43","367.65","240.33","266.397","282.29","157.09","122.28","175.36"
"2005-06-21","317.38","398.74","349.18","366.47","240.02","266.349","281.55","157.16","121.69","174.52"
"2005-06-22","318.13","399.01","350.65","365.57","239.88","266.397","280.31","158.54","121.57","174.28"
"2005-06-23","315.9","394.83","349.36","362.95","236.97","262.039","274.35","159.12","120.31","170.42"
"2005-06-24","311.03","394.28","346.65","361.19","234.3","259.888","272.31","157.93","119.82","168.41"
"2005-06-27","308.98","394.1","352.42","359.73","234.5","258.663","271.81","158.85","119.73","167.85"
"2005-06-28","312.25","397.41","347.71","363.39","237.4","262.099","276.45","160.45","120.72","170.19"
"2005-06-29","312.61","398.92","346","362.62","236.61","260.508","274.91","160.01","121.46","169.66"
"2005-06-30","309.82","396.42","343.01","359.92","234.58","259.294","272.93","160.23","121.1","167.01"
"2005-07-01","309.96","396.77","349.52","359.19","235.12","259.586","273.44","161.75","121.4","166.93"
"2005-07-05","312.77","399.66","360.3","361.35","236.63","262.203","274.18","161.99","122.26","167.21"
"2005-07-06","311.96","397.16","353.91","358.75","234.45","260.038","271.45","159.29","120.65","166.5"
"2005-07-07","313.15","397.91","357.8","358.93","233.89","260.545","272.01","160.47","120.28","166.85"
"2005-07-08","318.87","401.48","355.88","363.35","236.8","264.23","276.53","162.14","121.42","170.03"
"2005-07-11","322.32","403.14","358.61","364.37","238.29","266.226","277.51","163.38","121.89","172.47"
"2005-07-12","324.64","404.03","360.87","364.32","238.68","267.605","276.2","163.82","121.59","172"
"2005-07-13","326.46","405.11","359.27","362.11","239.63","267.148","277.03","164.11","122.2","171.54"
"2005-07-14","328.93","406.93","351.22","363.93","241.15","268.189","279.4","162.52","122.8","171.79"
"2005-07-15","329.19","407.96","349.29","365.33","240.99","269.77","279.31","162.47","122.81","171.37"
"2005-07-18","327.41","403.73","348.07","363.19","239.88","269.672","278.15","162.08","121.29","170.92"
"2005-07-19","333.04","404.02","354.52","363.63","239.72","271.269","280.29","162.59","121.5","173.83"
"2005-07-20","332.22","405.21","355.32","368.45","240.27","272.522","283.19","163.29","121.81","176.63"
"2005-07-21","330.01","403.12","350.87","364.97","239.38","271.733","281.86","160.48","120.91","175.79"
"2005-07-22","328.85","405.29","362.6","364.7","240.3","273.388","282.78","162.02","121.14","176.91"
"2005-07-25","327.5","403.78","365.91","362.43","239.51","271.337","280.64","161.67","121.04","175.48"
"2005-07-26","328.83","404.22","364.37","363.4","240.02","272.999","281.24","161.82","121.71","172.84"
"2005-07-27","330.46","404.45","365.7","366.91","240.74","273.845","282.4","162.49","123.84","174.54"
"2005-07-28","330.32","405.3","367.66","370.27","242.85","276.44","284.1","163.59","125.14","176.61"
"2005-07-29","327.96","401.6","362.63","368.09","241.5","273.761","281.96","163.52","124.88","175.91"
"2005-08-01","328.63","401.59","365.92","370.25","240.75","273.892","281.62","161.6","124.64","175.31"
"2005-08-02","333","404.35","371.75","371.66","241.74","275.028","281.05","165.08","124.41","177.59"
"2005-08-03","334.56","405.01","369.78","372.16","241.7","274.131","280.83","165.72","125.29","178.34"
"2005-08-04","331.39","402.35","369.65","368.73","239.87","271.506","279.06","164.39","124.51","176.52"
"2005-08-05","330.67","397.6","366.93","365.79","238.44","269.37","277.3","161.48","123.51","175.54"
"2005-08-08","328.89","395.89","371.74","364.33","237.76","268.79","276.89","158.2","122.35","175.6"
"2005-08-09","331.02","398.1","371.91","368.44","238.41","271.636","279.08","159.74","123.38","176.46"
"2005-08-10","326.78","397.66","377.34","367.7","238.05","271.284","278.12","159.76","122.95","177"
"2005-08-11","329.36","399.89","381.58","370.14","238.71","272.721","281.25","160.86","123.59","178.58"
"2005-08-12","325.38","398.11","380.77","367.66","237.65","272.068","279.44","160.35","122.17","177.02"
"2005-08-15","327.24","400.17","377.06","368.06","239.14","273.601","280.35","160.86","122.09","176.94"
"2005-08-16","322.75","398.25","368.9","365.31","236.59","268.701","276.84","158.59","121.45","173.87"
"2005-08-17","326.51","398.15","360.81","366.26","236.48","269.775","277.79","158.17","121.88","173.2"
"2005-08-18","324.39","398.4","360.31","366.54","238.76","269.001","276.61","158.86","121.08","172.04"
"2005-08-19","324.28","398.89","365.74","363.62","238.71","267.619","277.5","159.84","121.32","172.34"
"2005-08-22","325.26","399.94","366.65","363.37","239.06","267.198","278.13","161.04","121.54","172.31"
"2005-08-23","324.69","397.68","366.22","361.14","238.8","266.48","276.81","162.06","121.99","169.54"
"2005-08-24","322.96","393.62","368.02","359.97","236.5","264.303","274.5","161.19","120.36","167.94"
"2005-08-25","323.7","394.87","368.19","360.68","236.98","265.354","274.85","162.75","119.95","167.97"
"2005-08-26","322.73","391.26","363.66","359.06","236.35","263.755","273.55","162.13","119.19","166.97"
"2005-08-29","324.91","393.33","366.12","362.64","237.87","264.627","274.7","163.05","119.4","167.96"
"2005-08-30","324.56","390.87","371.47","362.1","236.5","262.151","272.44","162.93","118.93","166.63"
"2005-08-31","326.95","393.52","381.12","366.04","237.75","264.149","275.12","164.27","120.55","168.26"
"2005-09-01","325.46","394.75","391.38","365.83","237.38","261.548","273.54","166.54","120.24","168.85"
"2005-09-02","324.72","394.33","384.1","365.9","237.39","260.566","274.03","166.37","119.48","168.3"
"2005-09-06","328.94","398.76","386.75","371.6","240.31","264.986","277.81","168.25","120.97","169.52"
"2005-09-07","328.88","398.94","387.52","374.2","240.23","267.254","278.56","168.1","120.37","170.61"
"2005-09-08","329.58","396.76","387.32","373.21","239.3","264.802","277","166.54","119.82","169.85"
"2005-09-09","330.48","399.65","398.17","374.98","240.55","266.608","278.48","168.53","120.41","171.59"
"2005-09-12","330.87","400.29","391.04","373.7","240.77","267.452","280.19","168.2","119.86","172.11"
"2005-09-13","331.03","398.01","387.32","369.16","237.7","263.795","279.08","167","119.42","170.15"
"2005-09-14","328.1","397.1","391.38","368.43","236.83","261.146","277.06","167.77","118.74","170.71"
"2005-09-15","326.74","397.22","391.51","368.53","237.63","261.617","277.45","169.09","118.95","170.42"
"2005-09-16","328.93","402.91","396.3","371.38","238.7","261.869","279.16","170.68","120.43","171.81"
"2005-09-19","326.71","399.7","405.16","368.59","237.19","258.476","275.36","170.37","119.18","170.32"
"2005-09-20","324.74","397.65","402.17","365.79","235.45","253.968","273.92","169.27","117.95","167.85"
"2005-09-21","321.08","391.11","406.88","364.08","232.37","250.143","272.29","166.74","116.87","166.03"
"2005-09-22","321.68","393.03","404.56","364.52","234","254.17","273.17","165.5","117.73","166.75"
"2005-09-23","322.47","394.03","397.76","364.69","234.4","254.78","274.91","166","117.98","167.04"
"2005-09-26","321.87","393.1","404.27","363.96","234.03","254.88","274.17","166.91","117.52","166.89"
"2005-09-27","320.55","393.25","404.51","362.17","236.14","254.24","275.85","167.38","116.78","166.87"
"2005-09-28","322.3","391.52","407.78","362.24","236.65","252.61","275.79","168.98","118.08","167.08"
"2005-09-29","326.06","397.72","410.53","363.45","238.64","254.77","277.14","170.7","117.88","168.12"
"2005-09-30","327.8","396.7","403.96","363.77","240.47","256.41","278.17","170.43","118.72","169.25"
"2005-10-03","328.02","396.08","401.57","363.49","240.27","255.884","276.7","172.17","118.06","168.6"
"2005-10-04","324.32","391.8","387.83","365.24","239.41","253.97","273.91","169.37","117.75","167"
"2005-10-05","319.48","389.89","374.76","359.43","237.43","249.96","270.67","164.37","115.57","163.14"
"2005-10-06","316.51","390.81","367.29","356.97","236.46","250.02","273.16","162.22","114.48","162.21"
"2005-10-07","317.27","391.29","375.02","356.07","235.84","250.34","275.73","163.83","113.79","163.95"
"2005-10-10","314.46","388.82","369.29","355.65","234.92","248.28","273.93","160.89","113.51","162.99"
"2005-10-11","313.22","386.53","376.98","353.02","235.12","247.36","272.7","161","111.56","163.17"
"2005-10-12","311.17","384.43","371.05","353.53","234.29","244.55","272.24","158.33","111.42","161.88"
"2005-10-13","313.11","386.03","362.26","355.53","233.38","245.48","272.09","154.89","111.11","161.59"
"2005-10-14","314.33","390.03","366.99","357.38","235.12","247.88","274.9","156.45","111.81","162.24"
"2005-10-17","314.53","390.8","370.4","357.03","237.63","248.65","274.74","158.58","110.89","163.25"
"2005-10-18","314.03","388.62","354.03","356.33","235.65","245.57","273.01","155.49","109.91","161.51"
"2005-10-19","318.47","396.29","360.92","360.58","238.11","250.35","276.73","156.06","110.7","163.13"
"2005-10-20","316.12","392.15","346.04","352.64","235.9","247.33","273.56","152.04","109.86","161.7"
"2005-10-21","317.21","394.07","348.43","350.39","235.76","246.855","271.46","153.97","112.2","163.27"
"2005-10-24","320.97","401.65","359.9","353.23","238.08","251.43","275.75","157.96","114.25","166.94"
"2005-10-25","318.69","400.03","366.69","350.99","237.42","249.46","274.6","158.11","115","166.89"
"2005-10-26","317.83","401.68","363.15","346.93","236.22","248.11","272.59","156.07","114.32","168.16"
"2005-10-27","313.63","400.1","354.92","345.18","234.15","242.89","270.07","154.4","114.03","166.88"
"2005-10-28","316.31","406.79","363.4","350.79","238.2","247.48","274.52","157.68","116.12","169.64"
"2005-10-31","320.58","408.51","366.02","352.77","239.43","251.24","274.98","159.46","116.25","170.07"
"2005-11-01","318.75","406.79","368.3","351.01","237.55","251.38","273.97","156.26","116.46","170.42"
"2005-11-02","322.53","410.71","374.86","351.29","238.63","255.83","276.56","157.11","118.04","172.39"
"2005-11-03","326.19","409.68","382.02","353.71","239.28","256.07","278.08","156.79","116.32","171.67"
"2005-11-04","328.01","411.24","372.81","355.2","239.02","256.88","277.99","156.62","116.97","171.61"
"2005-11-07","329.54","414.26","366.71","355.87","239.57","258.72","279.01","156.28","116.18","172.32"
"2005-11-08","328.7","412.56","369.01","354.51","238.85","255.59","277.5","156.05","116.74","171.32"
"2005-11-09","328.96","414.57","366.39","355.3","239.45","255.79","278.05","157.31","117.15","171.31"
"2005-11-10","331.09","422.13","356.61","359.37","242.1","259.8","281.46","156.43","118.27","173.48"
"2005-11-11","331.8","424.29","358.66","360.08","242.38","260.53","282.33","154.96","118.29","175.77"
"2005-11-14","331.96","424.28","360.41","356.75","241.56","260.56","282.65","153.79","118.67","177.38"
"2005-11-15","331.38","420.23","360.09","359.34","240.41","256.91","282.31","154.15","117.37","177.25"
"2005-11-16","332.83","418.55","367.43","358.36","240.48","256.34","283.34","155.3","117.33","177.41"
"2005-11-17","337.3","423.28","367.88","360.4","240.57","260.1","286.02","157.63","119.36","179.74"
"2005-11-18","337.9","425.28","369.44","361.27","241.09","261.53","289.18","157.66","120.46","180.21"
"2005-11-21","338.17","427.5","377.34","361.84","241.7","262.73","291.21","157.99","120.78","181.26"
"2005-11-22","340.3","430.76","382.45","360.17","243.1","263.91","292.25","158.17","121.68","181.97"
"2005-11-23","342.33","434.42","381.5","360.5","243.93","265.42","291.78","159.42","121.57","181.17"
"2005-11-25","343.24","434.93","382.58","361.04","244.43","265.47","292.32","160.22","122.26","182.45"
"2005-11-28","341.68","432.15","370.73","357.32","243.3","262.85","290.57","159.64","123.02","181.88"
"2005-11-29","340.98","431.98","370.6","357.52","243.27","262.35","291.03","159.9","123.23","183.77"
"2005-11-30","340.88","425.94","370.95","355.5","241.15","260.78","290.26","158.37","121.96","182.1"
"2005-12-01","346.42","429.24","381.59","358.79","242.41","263.82","293.38","159.44","123.33","185.64"
"2005-12-02","346.72","429.47","381.73","360.2","242.36","264.73","292.14","159.15","122.49","185.22"
"2005-12-05","343.93","428.65","384.39","360.47","241.43","263.19","290.95","159.21","122.34","185.38"
"2005-12-06","345.2","427.77","386.29","359.96","241.36","264.19","291.9","158.9","122.05","186.83"
"2005-12-07","344.15","424.26","383.86","358.66","240.37","263.84","290.07","157.68","121.38","186.26"
"2005-12-08","341.4","423.49","389.66","359.6","239.86","262.15","288.48","159.39","120.7","186.15"
"2005-12-09","343.44","426.56","384.38","360","240.53","262.62","290.24","161.06","121.25","185.51"
"2005-12-12","344.18","425.25","388.28","360.11","240.97","263.4","290.23","160.04","120.62","185.75"
"2005-12-13","343.38","429.77","387.15","364.43","243.78","264.54","290.3","162.06","121.27","187.2"
"2005-12-14","342.96","431.37","392.09","365.29","245.23","265.75","292.79","163.83","120.76","186.08"
"2005-12-15","342.33","429.45","389.01","366.61","245.94","264.94","293.41","164.07","120.73","185.28"
"2005-12-16","340.81","430.13","379.88","367.15","245.89","264.109","293.62","164.25","120.38","184.56"
"2005-12-19","336.08","427.24","377.66","370.79","245.22","261.39","290.91","161.99","120.31","183.75"
"2005-12-20","335.64","427.94","380.82","370.15","244.02","260.83","290.87","162.45","119.48","183.06"
"2005-12-21","336.21","429.95","381.28","371.56","244.51","260.96","292.02","160.64","118.7","186.43"
"2005-12-22","337.97","432.32","380.21","374.14","244.82","261.31","294.05","161.62","118.98","188.17"
"2005-12-23","338.41","432.98","379.44","374.19","244.05","261.81","294.29","161.75","118.75","188.87"
"2005-12-27","335.32","429.59","369.46","371.03","242.38","259.74","291.54","161.09","118.64","187.57"
"2005-12-28","335.3","428.75","374.1","371.34","242.6","259.93","292.31","160.56","118.23","188.89"
"2005-12-29","332.73","428.02","371.73","369.97","241.99","259.98","292.19","160.24","118.17","188.71"
"2005-12-30","330.81","426.4","372.73","367.49","240.16","258.39","290.6","159.66","117.42","187.12"
"2006-01-03","337.52","433.48","389.54","372.26","241.77","260.94","292.73","162.79","117.98","190.76"
"2006-01-04","341.26","432.63","390.84","375.34","242.36","260.97","293.42","162.91","119.03","191.93"
"2006-01-05","343.95","434.19","386.76","374.77","241.27","261.37","292.53","161.86","119.49","191.74"
"2006-01-06","349.49","436.43","395.48","377.49","242.35","263.73","294.18","163.33","119.63","194.1"
"2006-01-09","350.49","438.29","395.46","379.38","243.22","265.94","295.7","162.6","119.79","193.82"
"2006-01-10","350.65","438.27","398.94","377.64","242.49","266.4","294.98","162.67","119.28","192.71"
"2006-01-11","354.52","440.14","401.07","376.72","243.09","267.52","295.28","162.22","120.18","191.14"
"2006-01-12","352.04","437.15","397.6","376.39","241.93","265.31","292.93","162.19","119.51","188.46"
"2006-01-13","351.66","437.22","403.3","375.72","241.99","265.51","291.82","163.42","120.3","188.86"
"2006-01-17","347.98","433.14","411.39","374.68","240.93","263.7","290.29","165.1","119.13","189.21"
"2006-01-18","343.34","431.63","406","375.63","241.47","263.17","290.52","165.45","119.22","187.14"
"2006-01-19","346.35","430.26","414.55","377.61","241.77","265.17","291.83","166.92","119.52","189.06"
"2006-01-20","336.44","421.03","415.32","370.33","238.34","260.33","284.95","165.7","117.53","186.07"
"2006-01-23","335.47","422.76","419.96","369.58","238.46","260.33","285.44","165.9","117.21","188.39"
"2006-01-24","336.22","423.91","417.29","368.24","239.24","262.95","286.81","167.15","117.74","190.5"
"2006-01-25","336.66","424.74","409.82","368.05","239.53","261.9","286.2","164.79","119.52","191.52"
"2006-01-26","338.75","431.57","409.76","369.84","240.16","263.07","289.28","163.37","121.06","193.42"
"2006-01-27","342.35","432.37","417.45","374.42","242.06","264.22","290.02","164.3","122.26","195.15"
"2006-01-30","343.92","431.25","427.22","372.6","241","263.62","290.41","163.22","121.94","195.64"
"2006-01-31","341.37","429.51","424.36","372.65","239.75","262.83","289.28","163.4","121.24","195.87"
"2006-02-01","343.21","429.37","416.25","374.92","240.9","263.76","291.76","163.81","122.55","196.45"
"2006-02-02","337.56","425.56","412.82","371.6","240.28","262.99","288.9","161.44","122.27","193.49"
"2006-02-03","334.14","423.46","409.29","370.6","238.85","262.04","288.21","160.4","122.77","191.89"
"2006-02-06","332.52","424.48","415.52","367.33","238.24","261.82","289.03","161.25","122.72","195.21"
"2006-02-07","332.81","422.05","400.28","366.63","237.12","260.13","286.73","160.47","122.39","190.18"
"2006-02-08","339.05","424.94","400.47","371.03","238.39","262.33","288.85","160.13","124.5","190.28"
"2006-02-09","337.13","425.83","392.71","371.24","238.78","262.14","290.24","160.85","124.27","190.94"
"2006-02-10","338.57","427.78","390.89","370.43","239.08","262.79","292.62","160.85","125.93","190.57"
"2006-02-13","335.94","426.41","390.24","370.16","238.19","262.19","292.38","160.55","125.52","188.81"
"2006-02-14","340","431.9","386.34","373.69","241.05","265.14","295.87","160.36","128.75","193.39"
"2006-02-15","340.8","433.85","385.13","376.42","242.61","266.46","296.4","160.55","129.62","192.91"
"2006-02-16","344.44","436.69","392.21","378.37","243.75","267.24","296.78","161.72","131.33","194.9"
"2006-02-17","340.78","435.02","395","378.2","243.44","265.79","297.85","163.37","131.91","194.84"
"2006-02-21","336.54","433.81","401.31","375.84","242.57","264.17","296.57","163.7","131.54","194.87"
"2006-02-22","339.59","441.69","395.6","379.33","244.45","266.02","299.4","164.53","130.26","195.56"
"2006-02-23","337.46","440.21","394.1","377.86","244.7","264.91","297.63","163.78","130.28","195.04"
"2006-02-24","337.6","441.14","398.9","377.72","244.07","264.2","298.12","164.24","129.54","195.51"
"2006-02-27","341","441.46","393.18","380.64","245.16","266.68","299.95","165.78","130.24","193.83"
"2006-02-28","337.97","437.15","389.8","375.53","242.07","264.43","296.13","164.49","129.19","191.66"
"2006-03-01","344.88","438.86","396.1","376.37","242.72","266.29","298.11","163.92","131.13","193.93"
"2006-03-02","344.46","436.39","401.39","375.1","241.77","264.66","297.43","163.7","131.28","195.05"
"2006-03-03","342.74","435.29","401.74","374.03","242.38","264.16","298.57","163.46","130.04","195.14"
"2006-03-06","340.42","434.2","390.36","371.98","241.78","262.77","296.88","159.8","132.35","193.05"
"2006-03-07","338.6","435.63","385.73","372.53","242.74","261.67","297.32","159.38","130.29","191.24"
"2006-03-08","338.66","435.79","386.07","375.08","245.07","262.08","297.27","159.57","130.92","189.88"
"2006-03-09","335.68","433.2","381.96","372.98","245.65","260.87","296.64","158.8","131.28","189.49"
"2006-03-10","337.13","436.7","383.45","374.67","247.81","263.16","299.72","159.69","132.76","192.87"
"2006-03-13","337.81","436.69","389.66","375.1","247.48","263","299.68","160.51","132.89","192.93"
"2006-03-14","342.2","441.79","397.01","377.24","247.43","265.98","302.82","162.04","133.8","196.24"
"2006-03-15","344.71","442.51","398.64","378.28","246.38","267.15","306.83","162.68","133.79","198.7"
"2006-03-16","341.78","443.96","404.42","378.28","246.61","268.03","307.41","163.74","134.06","199.11"
"2006-03-17","343.19","445.15","400.6","379.52","247.12","268.47","309.23","162.98","133.36","199.42"
"2006-03-20","344.42","445.33","393.65","380","247.75","267.72","309.21","161.04","132.53","198.53"
"2006-03-21","342.56","441.32","392.91","377.32","246.8","266.36","307.5","159.47","132.7","196.12"
"2006-03-22","342.56","444.5","395.04","381.28","248.15","267.1","310.34","160.57","133.84","197.53"
"2006-03-23","341.27","442.38","399.34","379.3","246.82","266.9","308.42","160.2","133.73","197.91"
"2006-03-24","342.22","442.39","401.63","378.87","246.91","266.83","308.39","159.96","134.49","198.01"
"2006-03-27","342.44","442.37","403.66","376","245.95","266.6","308.01","158.74","134.68","199.21"
"2006-03-28","339.42","438.14","405.42","372.62","244.09","265.4","306.61","158","133.39","198.23"
"2006-03-29","344.84","439.91","409.62","373.44","245.18","267.3","308.88","159.19","134.48","200.6"
"2006-03-30","345.88","437.73","409.42","372.66","243.67","266.42","309.6","157.53","133.45","201.24"
"2006-03-31","344.06","437.45","404.78","370.66","242.52","265.34","309.53","156.4","133.14","199.86"
"2006-04-03","346.03","437.93","406.69","370.68","243.11","264.71","310.27","156.75","133.46","201.74"
"2006-04-04","347.18","442.54","412.26","371.18","243.29","265.98","312.35","158.49","134.38","202.54"
"2006-04-05","350.49","443.71","418.07","369.79","243.47","267.78","312.23","159.9","134.44","204.74"
"2006-04-06","350.99","442.36","418.47","367.16","242.94","268.55","312.36","157.51","132.47","205.53"
"2006-04-07","347.12","437.93","411.53","362.61","240.92","267.25","309.72","155.09","131.89","202.8"
"2006-04-10","346.31","438.64","417.57","361.59","240.9","266.94","309.54","155.39","131.74","202.7"
"2006-04-11","343.84","434.76","415.23","357.8","239.07","265.01","308.61","153.76","129.59","201.35"
"2006-04-12","343.45","435.49","412.35","359.72","239.36","264.56","310.91","154.05","129.64","202.46"
"2006-04-13","344.64","436.28","413.81","359.39","239.11","265.37","309.69","153.29","129.11","203.32"
"2006-04-17","340.94","436.13","420.11","357.37","237.72","263.56","307.61","153.23","128.43","204.99"
"2006-04-18","347.62","443.68","430.57","360.68","239.84","267.37","314.67","156.35","130.46","210.47"
"2006-04-19","347.81","444.38","436.81","358.85","239.94","266.64","316.96","156.58","128.92","211.94"
"2006-04-20","348.54","445.22","433.05","361.52","240.2","267.6","317.71","157.91","127.62","210.05"
"2006-04-21","345.3","444.87","441.89","360.71","240.14","265.88","318.04","158.49","127.26","211.79"
"2006-04-24","344.03","444.5","435.77","359.42","240.74","265.25","318.44","159.65","126.95","211.27"
"2006-04-25","343.67","441.87","431.02","357.05","241.01","265.12","315.42","157.52","127.57","210"
"2006-04-26","345.11","444.69","425.04","357.49","243.08","266.82","317.1","156.1","128.73","209.89"
"2006-04-27","347.96","450.86","420.73","355.31","243.62","268.9","316.35","158.08","129.79","205.91"
"2006-04-28","340.1","455.21","425.48","358.73","244.01","268.71","315.72","158.61","129.26","206.93"
"2006-05-01","337.61","448.35","431.05","356.45","243.99","267.77","316.16","157.13","129.36","208.46"
"2006-05-02","338.29","451.36","440.82","356","245.42","267.86","318.67","159.94","129.11","210.04"
"2006-05-03","337.26","450.71","434.42","352.44","244.17","268.17","318.98","158.95","128.48","209.99"
"2006-05-04","339.3","451.71","431.63","353.32","244.36","269.71","322.31","159.35","128.6","212.06"
"2006-05-05","341.28","458.09","435.98","356.48","246.54","273.04","325.66","162.7","128.83","213.5"
"2006-05-08","341.42","456.09","434.4","356.35","247.91","273.23","325.07","161.63","129.63","214.25"
"2006-05-09","339.71","456.87","437.42","354.18","248.56","274.09","325.62","160.3","129.76","216"
"2006-05-10","335.9","457","439.63","353.8","247.65","274.29","325.43","161.23","128.81","215.7"
"2006-05-11","327.87","449.82","434.61","352.45","244.89","271.62","322.76","159.61","127.54","212.53"
"2006-05-12","325.34","445.36","422.11","351.47","242.82","269.17","318.4","158.02","126.07","208.12"
"2006-05-15","325.04","448.01","414.88","356.39","245.76","269.64","319","158.8","126.49","205.61"
"2006-05-16","321.66","447.49","415.9","357.73","246.49","267.5","318.93","158.15","126.56","205.2"
"2006-05-17","318.27","438.5","404.95","353.77","243.73","263.96","312.49","155.42","123.61","199.74"
"2006-05-18","316.63","434.81","400.02","352.12","242.37","263.71","309.04","155.65","123.17","197.56"
"2006-05-19","318.48","436.78","402.66","350.59","242.51","265.72","310.45","156.98","124.83","198.14"
"2006-05-22","316.25","435.72","401.14","349.02","243.1","263.6","309.86","158.26","123.81","194.36"
"2006-05-23","313.64","433.7","401.18","347.13","243.27","261.96","308.66","155.97","123.93","194.66"
"2006-05-24","316.84","433.92","397.05","348.61","244.88","262.02","308.04","156.69","124.02","193.44"
"2006-05-25","320.02","437.86","409.4","351.4","247.4","264.45","310.13","158.11","124.89","197.48"
"2006-05-26","321.48","441.18","411.17","353.38","247.83","265.61","311.45","159.85","126.4","200.16"
"2006-05-30","314.9","434.63","403.83","348.07","244.12","261.67","307.68","158.25","124.18","195.63"
"2006-05-31","315.72","437.29","411.95","350.62","245.19","264.37","310.15","160.4","125.37","197.99"
"2006-06-01","320.93","442.89","413.79","355.64","246.49","268.6","313.21","162.25","128.59","200.19"
"2006-06-02","319.87","444.64","419.07","356.82","245.99","267.49","313.28","164.06","128.25","201.79"
"2006-06-05","313.99","437.49","406.65","351.56","242.54","263.35","307","162.53","127","195.89"
"2006-06-06","313.44","436.38","407.11","352.05","243.18","261.99","306.09","162.45","128.16","194.31"
"2006-06-07","309.49","437.82","393.62","353.78","242.45","262.08","303.51","161.59","127.54","189.89"
"2006-06-08","307.54","439.19","397.19","354.44","243.93","261.88","303.6","162.45","127.06","189.74"
"2006-06-09","305.98","437.94","393.46","352","243.82","260.92","301.17","163.54","127.04","188.49"
